Gene	mean_raw_r_sq	best_raw_r_sq	mean_rmse	min_rmse	cor_value_R2_RMSE	cor_pvalue	cor_padj_BH
ENST00000671092.1	0.112342335412076	0.126474247917023	0.953023629990382	0.576114963127886	-0.314476780706628	0.376172340190785	0.904517045224102
ENST00000667630.1	0.180036445841729	0.199503790092921	0.678671627150279	0.57711909396372	-0.44713615237912	0.195102275660383	0.715375010754737
ENST00000658840.1	-0.000890284585860934	8.89967477790687e-06	1.36629141724589	0.654297322189306	-0.133852525527133	0.712387440851693	0.913160416318468
ENST00000653853.1	0.0199999375955249	0.0634734247400088	2.20082403208722	1.03159046981133	-0.723760699920954	0.0179642196391495	0.307387758269891
ENST00000666076.1	0.0157947740798305	-0.411579763189589	3.0053743341456	1.47615494949693	0.864501672187033	0.00124822137402163	0.0961130457996653
ENST00000656693.1	0.100288189371866	0.142400578178295	2.87990682054512	1.82490069083382	-0.748462547522265	0.0127617411584996	0.255137673022183
ENST00000523068.2	0.00726182340459699	0.0388900577163828	3.55660699093642	1.98701192941212	-0.498316560956628	0.142672078204721	0.686074198515665
ENST00000661988.1	-0.00435280920903175	0.0164128399770431	3.19481539805433	2.12213798238069	-0.0407625726355948	0.910979885339914	0.979625528831103
ENST00000669082.1	-0.0231717030543849	-0.00609972473521925	3.00824593465893	2.29637017288128	-0.0926445175698227	0.799070609506097	0.953929254759217
ENST00000656491.1	-0.00869124853474948	-0.0962012738168641	3.10302569905674	2.34232461416476	0.624097038445818	0.0537901007286697	0.552245034147676
ENST00000701700.1	-0.0101840985959929	0	3.63514563512463	2.35046737717259	0.375660474162741	0.284720463136606	0.904517045224102
ENST00000667539.1	-0.0227327975268133	-0.00230015086248336	3.50490614379539	2.38079439959625	0.185814806549488	0.607276007076481	0.913160416318468
ENST00000665372.1	0.00277414590480828	0.0756456180291678	3.73571150234915	2.40861324106921	-0.306212828972788	0.389513203561422	0.904517045224102
ENST00000667149.1	-0.000251591480493851	0	3.962240508408	2.41736660691698	-0.0277593405781869	0.939323213273802	0.979625528831103
ENST00000664293.1	-0.000600166708977845	0	3.59484572493593	2.41971483738078	NA	NA	NA
ENST00000664742.1	-0.030003828528841	0	3.02542990715259	2.42433196674903	NA	NA	NA
ENST00000666105.1	0.000112941889912321	0.00792663926534964	3.61667162699191	2.4810660244478	-0.241229621708835	0.501960097208444	0.913160416318468
