id	filename	md5	size	state
48b906bf-6a78-40a0-b24c-9cd0b0e0b9a6	3b02ce94-fa3a-47f9-ae3a-ad288ed32432.rna_seq.genomic.gdc_realn.bam	266b00554bd404e291b9c1b08a137979	6870754334	released
9b8960e1-619a-4477-8dff-54124716bcd9	bc09980b-ca12-4fcd-8218-5b738701fd83.rna_seq.genomic.gdc_realn.bam	a3bc65874db527f2e534dc09552925d4	8190627930	released
2336abab-57e6-415f-b1d5-9fd71725fe41	829594ce-411e-47c2-b138-81d5c5e6d7f5.rna_seq.genomic.gdc_realn.bam	15fdddd0c8dd4af93112568d93522697	5274162161	released
0a68fe4b-123e-45f0-8e01-75f9043d0187	1026ea02-0009-403f-95bd-cde07dbdd21b.rna_seq.genomic.gdc_realn.bam	448db41e95b54617f05276627bda9f84	7427110326	released
b7fba09c-39b7-410d-aea7-2b9aa72196e6	6bacf042-830f-47dd-bac3-5696aebf2574.rna_seq.genomic.gdc_realn.bam	478aee9f5210383fb4c9cdab0ff51566	7164021020	released
a3b7f7a0-70f3-480e-8231-7cbc07c734f3	e73e3a8a-f710-4189-bf50-2673adcb989c.rna_seq.genomic.gdc_realn.bam	d72ee75c596b3f476a88b1ca2e80b411	6724124282	released
bd8053f5-3ccc-464d-b7b2-d41cf3a4f554	4a907583-ed82-48fa-8ec7-aff91afcb31b.rna_seq.genomic.gdc_realn.bam	401ec3d67d0462b056057aab2f2c93b9	7060001983	released
03136865-745a-4d1b-a49f-038d63c8919c	8faa741c-2bd9-4114-adc6-65c8b064a87e.rna_seq.genomic.gdc_realn.bam	426d650959212b3e45a17e88fed1a0a5	6075909462	released
18a47fd5-732e-463d-b20b-72e8e21f85f6	ac40bee6-e98c-47fc-94c2-9b1cd0ed6142.rna_seq.genomic.gdc_realn.bam	7a582585bd9057fd9dfe2ef24b99e56f	6724428454	released
f33760b1-ace2-401b-b52b-b1bbf1f5bfb6	e51f1157-ef27-47b9-bd59-1456cd7eb33b.rna_seq.genomic.gdc_realn.bam	ce253ffbde8b464608d93769906fe9c0	7103649494	released
691759b4-15ea-4a4b-aef4-cf4b6169217b	29a5b8ad-0011-470c-bf34-1c74880b5b12.rna_seq.genomic.gdc_realn.bam	08dbb7b5bcf88cae58e8bfc01596f8e8	4935829322	released
30d7745f-d1b8-4c77-b461-4a12a6edb5fe	15715423-a115-46fe-803a-a206e391a86b.rna_seq.genomic.gdc_realn.bam	e56bd4c4f4a116c7a49e0387817fcf80	3223174540	released
ef755a69-68f7-4212-9163-95c5110b7dbd	126e4c65-dd29-4040-a256-8d5f2feac3dc.rna_seq.genomic.gdc_realn.bam	3642479d0a5306e0590a783c8979fcae	4903379732	released
cdf07af4-0a55-4796-a649-5b8bf762b064	a0169877-dd20-4c7d-826c-bb424199a036.rna_seq.genomic.gdc_realn.bam	b83e3456f9509f3cab94d500b7ebb5dc	6238431664	released
b29431d7-be39-47a2-9bb3-e1b6470ea557	e57173aa-8a14-4f37-8328-ab66df9e8e79.rna_seq.genomic.gdc_realn.bam	f01610f83cf1d4f0876f5090f37dec2e	7018177965	released
11c4a92b-0a38-4e63-b7d0-29a27679301a	097399b6-be8c-4a85-a5ce-399ad24e8680.rna_seq.genomic.gdc_realn.bam	5c993a711cb00bf36de848165dd7a3e0	7060531645	released
78735eec-cb3c-41e3-9170-9256b063430e	3e67f2c0-67cd-4097-9350-e7dce0848da4.rna_seq.genomic.gdc_realn.bam	b1d73d0712d6cc1f17ae84c19e7c696f	6792108678	released
be707a3c-ea07-4282-a95a-3bd7a0309448	585a9779-b57c-40a9-92f7-39d10b579bba.rna_seq.genomic.gdc_realn.bam	5b1f2e183f5fb4252eab05a594425581	4454702475	released
c7528bf7-e870-4661-8e61-c748aaf5c4c9	a03d4b08-f826-4216-878e-f8c818a3791c.rna_seq.genomic.gdc_realn.bam	479dc0c361bb969bfda3310f04ffcfae	7083652394	released
7e894287-f27f-4ce1-9e27-1934fa15d010	17fd3deb-de89-494c-8dc4-5e2d8647863d.rna_seq.genomic.gdc_realn.bam	7dcf7457b205d3285a11ca3dc3f86289	10241233593	released
cb9c3c51-fc67-44d2-b6db-738636993115	9bbdcf34-73dd-49ce-b8dc-b64fe05b3a31.rna_seq.genomic.gdc_realn.bam	f49a1be32b8c85796ae6979686a16b65	3456717043	released
b012596b-bb7b-4313-beeb-24e4969ffc3f	171e4e82-93ed-4be7-8b61-7c1df82bde0f.rna_seq.genomic.gdc_realn.bam	731e648cd7e32a29e452af945be867b2	6478734390	released
aeeb8772-b5a4-4135-8389-e1559fa5b754	c75b799f-6e0a-4cdd-b112-d47cf79b122d.rna_seq.genomic.gdc_realn.bam	6fb2eec3086466a414e269e34c7b7c7f	7980867509	released
