file_id	filename	md5sum	submitter_id	case_id	case_submitter_id
fd5a3824-b25d-48ac-8cdc-d9420f39db05	57d2c12f-e3ae-457b-b92c-22002aecdba0.rna_seq.genomic.gdc_realn.bam	cc72478c2434574f3fbf351f4c0e9f44	0b3b6452-9114-4e83-8e88-bc99017a23d8	N/A	N/A
fdcab813-7a2e-4492-ac3c-a83c570399ab	0f168687-6f42-4d92-8f91-13efde785a0c.rna_seq.genomic.gdc_realn.bam	8eee62768855cbd6db37585a5bb64410	7b2f1380-ec7e-492f-94e5-ad8476f907ed	N/A	N/A
ccd5ce4a-066d-4395-8a2a-f3346538ba2b	fcc2a5c0-ec23-43b5-b616-9b03c8ff4129.rna_seq.genomic.gdc_realn.bam	bb340e1ff8d41272bab6b4c22d0cad1e	eb47eb0c-2bb5-487e-b6dc-4e905c3700d7	N/A	N/A
bb4ae3c1-cc55-4e80-9af9-a6505fff5e27	6e6eeb9a-6437-4e53-9fb7-c283f738d3bd.rna_seq.genomic.gdc_realn.bam	fae256f90cccddbbff96be3fe4b73eec	f01c0c7d-2164-4e5a-9433-c898bbbb2a61	N/A	N/A
4d8c1984-c6c0-46ab-a3fc-f9a59206ae15	8095ebc6-d293-4668-9d83-8b3f35dd198d.rna_seq.genomic.gdc_realn.bam	5fa0fc7766335548465fc3da205770e8	bd34fc06-4c2e-4fc3-a691-f69eaace42cc	N/A	N/A
612571cc-d377-4e3e-8958-556c41f614be	81395cc8-c7d5-4ea7-957a-b5cb8d6bfd1a.rna_seq.genomic.gdc_realn.bam	8c9e567ce84cff99903b63ba2f0940cd	0ea67f1c-e8ce-48d5-a451-e8793d2b9baf	N/A	N/A
4898bfd0-c8ad-49fa-b82b-667f7735555c	3334577a-8045-4613-9a1b-e79fd62d5d6d.rna_seq.genomic.gdc_realn.bam	86b85cc2951c59ba06decf7e6a335650	9da80d8b-bb2b-4a33-a2cf-9f8203e62f10	N/A	N/A
57d8b552-59ab-49d2-bc0a-d1dcb5706dd6	586df577-513d-4d43-ac47-89c52f322d30.rna_seq.genomic.gdc_realn.bam	3403d587471c4a68e8808cb0c15549b6	08943b01-87da-4500-984a-237fdc92e8d5	N/A	N/A
719e629c-574f-46a5-83b6-df6f8a3dd5f3	b3ea108e-0ab7-4340-9da9-b7a8bc3b942c.rna_seq.genomic.gdc_realn.bam	a061f273a3d3e9df8382545a9e6e8f90	7d5c879f-5baa-4b3d-b6c4-bee86fc56b6b	N/A	N/A
9910178d-06a3-4c11-8720-d8d2441b357a	951bac30-0a85-4dd8-8470-c1a3b84817f9.rna_seq.genomic.gdc_realn.bam	1c086906bdc85fb57be023159ec9e813	61695577-56d7-4d64-b1ba-87ba8adfad7a	N/A	N/A
807e5948-d77e-4e09-8375-3d1808bed07b	18cbd510-bce2-4370-a00f-939d562ba7de.rna_seq.genomic.gdc_realn.bam	775d1745b4b30cbfcb2d48e84aa04043	769799a1-42be-41e8-8cb9-e42c03f58152	N/A	N/A
5db87800-7a99-4a28-9340-3131d3003362	e6ac5ada-4358-4ca3-b1cf-05d3e0cf0597.rna_seq.genomic.gdc_realn.bam	addb8852f7e1623600df4a82366c2e90	5020d6d9-1c18-45e7-b02d-dedf36c3ed22	N/A	N/A
4e4cd0a9-ba70-4f87-aac3-2757e0f72698	a5ecc76e-a696-4e90-8bb4-7a9965e2f8a8.rna_seq.genomic.gdc_realn.bam	89c003287e8e7745c577f0527c91b47f	e6b9df18-3cd6-4c2d-adbf-aba64b6471bc	N/A	N/A
fc1cb12d-5ad4-400f-bee6-acfbcc804cec	4796719b-2fa2-40ee-9fa9-6a8caa703823.rna_seq.genomic.gdc_realn.bam	2abc21f2c2c525d1d729fed4101a5af3	c7343573-6c33-40b1-8fd2-1082b4800f40	N/A	N/A
3490c678-a495-44fa-8078-6791dfd10346	ca701a41-b397-48b7-bad4-09ef8b4eb462.rna_seq.genomic.gdc_realn.bam	007600b47debb126898c9a101d6a0480	77b52b04-b4e4-40df-9eaf-ebc2e77623d1	N/A	N/A
69af5f71-84a1-4302-86dc-292f5376aa91	990f1383-2ef6-426a-a650-e182010a8281.rna_seq.genomic.gdc_realn.bam	0981b2b533e17cf1839ddf247b548033	3db7da98-c5f8-406a-9178-117f6fe47e4b	N/A	N/A
6796e0e6-0367-412d-ad96-266f44781bf7	93cc1307-7138-4547-a9a2-8a5398815c01.rna_seq.genomic.gdc_realn.bam	ca42357ee8d4c7a20b2ed642ffab82c1	612567fc-96db-419a-af90-fa1c558c406a	N/A	N/A
85d2c10f-c532-43d5-9588-9673c323ff77	9c1779d3-6e10-413b-9df9-a9378862d8c4.rna_seq.genomic.gdc_realn.bam	edf234965fadea562fd95c295d1e038d	a076556b-6f64-4813-9f98-f93835316bf0	N/A	N/A
14d96b99-8c46-41d0-8611-684dcf9a1ddd	470b6305-67ca-487c-b9b1-9b74f673f9fd.rna_seq.genomic.gdc_realn.bam	1c46c2618488ab84d56659d609312dd3	566087c7-2d7d-44cd-8d5a-4a8af2d62ea5	N/A	N/A
5812f7f2-9f89-4dfc-a523-414a69465de6	20ef7196-2274-44e1-a105-0761f80c893c.rna_seq.genomic.gdc_realn.bam	52df664a1429a7578535a182943fb770	0fd75ea7-fce6-4533-9bb7-360b0fd62246	N/A	N/A
ebd567b0-58a1-492e-aedb-df0113ac6a06	d89a84a4-4f45-4aab-ab6a-131bf3b359bd.rna_seq.genomic.gdc_realn.bam	073fcc7cb7dcb379cdfd3789cb2cbc9d	b3dc19bd-a139-4626-822f-8b1a8a996112	N/A	N/A
30a1431a-82a0-47ce-9932-50c96632a66a	61ad862c-0bd2-4fcd-a9e1-f42e8099bd81.rna_seq.genomic.gdc_realn.bam	5219a7ed53469026886104e736c40c5b	9f0576b0-4453-4dd9-b49c-6cc96b0ec068	N/A	N/A
