Gene	Term	Estimate	StdError	tvalue	PrGTt	Significance
ENST00000504719.7	(Intercept)	-50.8494781678998	34.4796142010046	-1.47476934838843	0.140906456637186	
ENST00000504719.7	`127818899:127818901`	-7.76860110778084	10.4402994075805	-0.744097540166347	0.457168412139547	
ENST00000504719.7	`127882061:127882063`	7.64344218537397	12.9128345254795	0.591925976461014	0.554168780420178	
ENST00000504719.7	`128100979:128100981`	4.61205917632478	2.70096025005058	1.70756277373516	0.0883407572711212	
ENST00000504719.7	`127803149:127803151`	-1.90456183668945	15.2408448916189	-0.124964321219278	0.900602223616642	
ENST00000504719.7	`128082752:128082754`	1.56836768246992	5.6917261682573	0.275552202636995	0.783006322468015	
ENST00000504719.7	`127854727:127854729`	-10.3070201015877	12.2298620728047	-0.842774844084892	0.39975895755239	
ENST00000504719.7	`128069068:128069070`	3.33746136027597	5.23996324422559	0.636924574605334	0.524466644188015	
ENST00000504719.7	`128099369:128099371`	0.589218818982978	3.65952430377127	0.161009675048685	0.872151075083375	
ENST00000504719.7	`128031057:128031059`	0.317823274011626	4.77661304212803	0.0665373709799261	0.946976709112015	
ENST00000504719.7	`127855154:127855156`	11.5721930927992	11.1985857870635	1.03336200774274	0.301936074412964	
ENST00000504719.7	`128031958:128031960`	-0.461053645234407	4.79009414971839	-0.0962514787442146	0.923359566977968	
ENST00000504719.7	`128074072:128074074`	6.9097866653246	18.0419918697976	0.382983581590657	0.701895355106817	
ENST00000504719.7	`127816827:127816829`	21.9600837770193	12.9923471834349	1.69023221647111	0.0916093236145496	
ENST00000504719.7	`127851933:127851935`	5.3039209460897	10.4313864918056	0.508457907321927	0.611357412810039	
ENST00000504719.7	`127932464:127932466`	-4.5897316234806	6.3677661038826	-0.720775786768002	0.47138567672509	
ENST00000504719.7	`128070161:128070163`	-7.95709124921752	5.39052601847757	-1.47612519111165	0.140542292712581	
ENST00000504719.7	`128070159:128070161`	-2.91713651177858	6.85664526104202	-0.425446614301767	0.670694918538242	
ENST00000504719.7	`127890588:127890590`	1.64129459998825	4.31087884814357	0.380733177109594	0.703563601164254	
ENST00000504719.7	`128049584:128049586`	-37.9289869259061	25.4187996975799	-1.49216278412695	0.136289672918948	
ENST00000504719.7	`128096517:128096519`	0.400311454343903	5.13878123052179	0.0779000771556985	0.937938826818976	
ENST00000504719.7	`127932052:127932054`	6.12363334890436	10.1742655949169	0.601874729116935	0.547531433929899	
ENST00000504719.7	`127855162:127855164`	-18.2278969589304	6.97574547427753	-2.6130392839223	0.00924542825761216	**
ENST00000504719.7	`127932027:127932029`	-5.29978144349274	11.3708722381076	-0.466083984809133	0.641359177808193	
ENST00000504719.7	`128038916:128038918`	1.92689899155842	6.64360874384559	0.29003799980597	0.771907892692857	
ENST00000504719.7	`127881800:127881802`	35.4225980207182	22.55286306351	1.57064750142659	0.116899663548908	
ENST00000504719.7	`128080302:128080304`	-17.4856156087246	9.6052806846763	-1.82041693342915	0.0692955905938802	
ENST00000504719.7	`128049587:128049589`	24.1868650020801	24.8579025118951	0.973005063098388	0.331023150725961	
ENST00000504719.7	`128048447:128048449`	7.91791531268464	8.81430967768803	0.898302374459061	0.369458468012855	
ENST00000504719.7	`127989161:127989163`	-2.45319529818252	8.15897432178156	-0.300674472235237	0.763788220276129	
ENST00000504719.7	`127902455:127902457`	23.1796341363917	10.6057033648865	2.18558197781914	0.0293112716801967	*
ENST00000504719.7	`127819908:127819910`	-13.4484453323994	9.94743236059735	-1.35195142272793	0.177004531883586	
ENST00000504719.7	`127996560:127996562`	-0.570344779086077	3.84235540924965	-0.148436237239557	0.882058587836478	
ENST00000504719.7	`128096520:128096522`	-2.08903048246069	3.88067179261269	-0.538316712698404	0.590598928857026	
ENST00000504719.7	`128074069:128074071`	9.51450542040397	18.9940112575501	0.500921332065757	0.616647812655527	
ENST00000512617.7	(Intercept)	-29.4762435980467	22.1384374832758	-1.33145094907056	0.1836498091405	
ENST00000512617.7	`127818899:127818901`	-9.86822091873538	6.56135624279203	-1.503991027705	0.133217578552063	
ENST00000512617.7	`127882061:127882063`	5.19834294830893	7.74444701731084	0.671234877931153	0.502382129281427	
