	127795161:127795163	127932197:127932199	127984203:127984205	128070271:128070273	127854794:127854796	128084620:128084622	128090287:128090289	127996597:127996599	128045429:128045431	128049747:128049749	127890997:127890999	127940453:127940455	128074290:128074292	128091352:128091354	128027754:128027756	127902538:127902540	128010443:128010445	127794733:127794735	127816883:127816885	128069146:128069148	127932705:127932707	127892186:127892188	128048608:128048610	127998358:127998360	128099572:128099574	128096653:128096655	127860092:127860094	127916695:127916697	127995092:127995094	128082847:128082849	128038979:128038981	127881883:127881885	127890480:127890482	128070360:128070362	127854422:127854424	127796007:127796009	127882184:127882186	127932473:127932475	127852346:127852348	127796070:127796072	127939675:127939677	127969536:127969538	128039882:128039884	128046711:128046713	128095816:128095818	127982478:127982480	127795293:127795295	128032271:128032273	127855318:127855320	128031142:128031144	127803558:127803560	127846251:127846253	127995612:127995614	128049440:128049442	128009717:128009719	127976297:127976299	127995227:127995229	127912051:127912053	127989290:127989292	127795534:127795536	128080429:128080431	label	pam50_subtype
05f4836a-8db8-4dbc-a996-090887bf8a64	1.0	0.96875	1.0	0.925	1.0	0.9534883720930232	0.9761904761904762	0.7358490566037735	1.0	1.0	0.8591549295774648	1.0	1.0	0.9782608695652174	1.0	1.0	1.0	0.967741935483871	1.0	0.9230769230769232	1.0	0.9682539682539684	1.0	0.8918918918918919	0.975	0.9318181818181818	1.0	1.0	0.9523809523809524	0.9318181818181818	1.0	1.0	1.0	1.0	1.0	0.8157894736842105	1.0	0.9193548387096774	1.0	1.0	1.0	1.0	1.0	1.0	0.9772727272727272	1.0	0.9375	1.0	1.0	0.9696969696969696	0.9302325581395348	1.0	1.0	1.0	0.935483870967742	1.0	0.9523809523809524	1.0	0.9130434782608696	1.0	0.975609756097561	Control	
064d1578-9fb7-439c-9644-d4cb6389ec9d	1.0	0.9705882352941176	1.0	0.8666666666666667	1.0	0.9642857142857144	1.0	0.7692307692307693	1.0	1.0	0.9428571428571428	1.0	1.0	0.9655172413793104	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9090909090909092	0.9310344827586208	0.9032258064516128	1.0	0.9166666666666666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8461538461538461	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.96	0.9655172413793104	1.0	1.0	1.0	1.0	1.0	0.9333333333333332	0.9333333333333332	1.0	1.0	1.0	1.0	1.0	1.0	0.896551724137931	1.0	1.0	Control	
078f6959-adcf-44a5-91d2-2581ba3c8e62	1.0	0.9594594594594594	1.0	0.7547169811320755	1.0	0.9423076923076924	0.9074074074074074	0.8771929824561403	0.9574468085106383	1.0	0.9859154929577464	1.0	1.0	0.9803921568627452	1.0	0.9859154929577464	0.9361702127659576	1.0	1.0	0.9791666666666666	1.0	1.0	1.0	0.9444444444444444	0.88	0.7959183673469388	1.0	0.9859154929577464	0.9661016949152542	0.96	1.0	1.0	1.0	0.9107142857142856	1.0	0.84	1.0	0.971830985915493	1.0	1.0	0.9428571428571428	1.0	1.0	1.0	0.9615384615384616	1.0	0.9722222222222222	1.0	1.0	1.0	0.9607843137254902	1.0	1.0	1.0	0.9629629629629628	1.0	0.9661016949152542	1.0	0.90625	0.8974358974358975	1.0	Control	
13daffbb-aa53-44f9-a6ed-5fd43ed37471	1.0	1.0	0.981132075471698	0.7575757575757576	1.0	0.9487179487179488	0.925	0.8333333333333334	1.0	1.0	0.95	1.0	1.0	0.902439024390244	1.0	1.0	0.9655172413793104	0.9666666666666668	1.0	1.0	1.0	1.0	1.0	0.9666666666666668	0.8214285714285714	0.8461538461538461	1.0	1.0	0.945945945945946	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9411764705882352	0.9782608695652174	1.0	1.0	1.0	0.8604651162790697	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.951219512195122	1.0	0.8974358974358975	1.0	0.875	1.0	1.0	Control	
1b87d18e-4b47-47d0-a6de-1bb9eedb04c9	1.0	1.0	1.0	0.9428571428571428	1.0	1.0	1.0	0.7777777777777778	1.0	1.0	0.9361702127659576	1.0	1.0	1.0	0.9666666666666668	1.0	0.9117647058823528	1.0	1.0	1.0	1.0	1.0	0.9393939393939394	0.9545454545454546	0.9714285714285714	0.926829268292683	1.0	0.9361702127659576	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.896551724137931	1.0	0.9433962264150944	1.0	1.0	1.0	1.0	1.0	1.0	0.9487179487179488	1.0	1.0	0.9666666666666668	1.0	1.0	1.0	1.0	1.0	0.9393939393939394	0.9655172413793104	1.0	1.0	1.0	0.8648648648648649	0.9166666666666666	1.0	Control	
1dd6852b-2456-4576-9b22-f7604277c955	1.0	1.0	0.9705882352941176	0.6071428571428571	0.9375	0.9629629629629628	0.9285714285714286	0.8076923076923077	1.0	1.0	1.0	1.0	1.0	0.9285714285714286	1.0	0.9655172413793104	0.935483870967742	1.0	1.0	0.9666666666666668	1.0	0.9655172413793104	1.0	0.8387096774193549	0.925925925925926	0.8928571428571429	1.0	1.0	0.9230769230769232	0.9629629629629628	1.0	1.0	0.8888888888888888	1.0	1.0	0.875	1.0	1.0	1.0	0.8823529411764706	0.972972972972973	1.0	1.0	0.9666666666666668	0.896551724137931	1.0	1.0	0.9666666666666668	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8571428571428571	0.9655172413793104	0.9230769230769232	0.9285714285714286	1.0	Control	
217558e4-a5f5-4c72-91b7-b430a17f457a	1.0	1.0	1.0	0.7916666666666666	1.0	1.0	1.0	0.864406779661017	1.0	1.0	0.9861111111111112	1.0	1.0	0.9555555555555556	1.0	0.9726027397260274	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9454545454545454	0.903846153846154	0.9090909090909092	1.0	1.0	0.9285714285714286	0.9565217391304348	1.0	1.0	1.0	0.9767441860465116	1.0	0.918032786885246	1.0	0.961038961038961	1.0	1.0	1.0	1.0	1.0	1.0	0.9148936170212766	1.0	1.0	1.0	1.0	0.9302325581395348	1.0	1.0	0.9629629629629628	1.0	1.0	1.0	0.981132075471698	0.9861111111111112	0.9152542372881356	0.979591836734694	1.0	Control	
2d1e176a-adc9-4d8a-92cf-5cba5ab8e486	1.0	0.967741935483871	1.0	0.75	1.0	1.0	1.0	0.92	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9629629629629628	1.0	0.9230769230769232	1.0	1.0	1.0	0.9629629629629628	1.0	0.9583333333333334	0.8846153846153846	0.88	1.0	0.9285714285714286	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9333333333333332	1.0	0.8823529411764706	1.0	1.0	1.0	1.0	1.0	1.0	0.9411764705882352	1.0	1.0	0.9473684210526316	1.0	1.0	1.0	1.0	0.9615384615384616	1.0	0.9523809523809524	1.0	1.0	1.0	1.0	0.9285714285714286	1.0	Control	
2e4316d2-5fe5-4ee1-9b22-73f4c42b6202	1.0	1.0	1.0	0.8235294117647058	1.0	0.9855072463768116	0.9473684210526316	0.873015873015873	1.0	1.0	1.0	1.0	0.9848484848484848	0.9726027397260274	1.0	0.963855421686747	0.9444444444444444	1.0	1.0	0.9807692307692308	1.0	0.975609756097561	1.0	1.0	0.9743589743589745	0.974025974025974	1.0	0.975609756097561	0.9523809523809524	0.8765432098765432	1.0	1.0	0.9428571428571428	0.9696969696969696	1.0	0.8387096774193549	1.0	0.9529411764705882	1.0	0.96875	0.963855421686747	1.0	1.0	0.9629629629629628	0.9605263157894736	0.9882352941176472	0.96	0.9807692307692308	1.0	1.0	0.9393939393939394	1.0	0.9523809523809524	1.0	0.9830508474576272	0.9879518072289156	1.0	0.9876543209876544	0.8591549295774648	1.0	1.0	Control	
316d8a79-9084-4355-9de7-e29503bf0864	1.0	1.0	1.0	0.8695652173913043	1.0	0.9166666666666666	1.0	0.8	1.0	1.0	0.9166666666666666	1.0	0.9545454545454546	1.0	1.0	1.0	0.8888888888888888	1.0	1.0	0.9333333333333332	1.0	1.0	1.0	0.9285714285714286	0.9444444444444444	0.95	1.0	1.0	0.9375	1.0	1.0	1.0	1.0	1.0	1.0	0.8823529411764706	1.0	0.9565217391304348	1.0	1.0	0.9523809523809524	1.0	0.9375	0.9333333333333332	0.92	1.0	0.9375	1.0	1.0	1.0	1.0	1.0	0.8333333333333334	1.0	0.8947368421052632	1.0	1.0	0.9565217391304348	0.9375	0.8823529411764706	0.9545454545454546	Control	
466a4121-0583-47ee-9d54-1f1c2d47e381	1.0	1.0	0.96875	0.8148148148148148	1.0	0.935483870967742	0.9333333333333332	0.8333333333333334	0.9696969696969696	1.0	0.9565217391304348	1.0	0.967741935483871	0.9655172413793104	1.0	0.9545454545454546	1.0	1.0	1.0	0.9428571428571428	1.0	1.0	1.0	0.8620689655172413	0.945945945945946	0.9393939393939394	1.0	1.0	1.0	0.9375	1.0	1.0	0.9090909090909092	0.9655172413793104	1.0	0.8076923076923077	1.0	0.9534883720930232	1.0	1.0	0.935483870967742	1.0	0.9696969696969696	0.9696969696969696	0.9655172413793104	1.0	0.9473684210526316	1.0	1.0	1.0	1.0	0.9565217391304348	0.9230769230769232	1.0	0.9130434782608696	0.9375	0.9230769230769232	1.0	0.96	0.8636363636363636	0.967741935483871	Control	
