	128009589:128009591	127882061:127882063	127994882:127994884	127795903:127795905	128010317:128010319	127795208:127795210	127939507:127939509	127989161:127989163	127996560:127996562	127818899:127818901	128070159:128070161	127855162:127855164	127890588:127890590	127983903:127983905	128084542:128084544	127854727:127854729	128099038:128099040	128074069:128074071	127816827:127816829	128031958:128031960	128096517:128096519	128100979:128100981	128091246:128091248	127932464:127932466	128038916:128038918	128082752:128082754	128016634:128016636	127932027:127932029	127855154:127855156	127881800:127881802	127942418:127942420	127998911:127998913	127795893:127795895	128074072:128074074	127851933:127851935	127982359:127982361	128099369:128099371	127902455:127902457	128069068:128069070	128031057:128031059	128049584:128049586	128049587:128049589	127969415:127969417	128096520:128096522	127819908:127819910	128095691:128095693	127998199:127998201	128090247:128090249	128080302:128080304	128048447:128048449	127803149:127803151	127932052:127932054	128070161:128070163	label
00d52735-8d5a-405b-a26f-52a4f1ab6df8	0.9748953974895398	1.0	0.9642857142857144	0.9565217391304348	0.954225352112676	1.0	0.9743589743589745	0.9728260869565216	0.9465020576131687	0.9914529914529916	0.960431654676259	0.9322033898305084	0.9393939393939394	1.0	1.0	0.9821428571428572	0.904320987654321	0.9857142857142858	0.9913793103448276	0.9960629921259844	0.9331103678929766	0.7829457364341085	0.9818840579710144	0.95260663507109	0.9925373134328358	1.0	0.9767441860465116	0.9901477832512317	0.9482758620689656	1.0	0.9880239520958084	0.9702127659574468	0.9734513274336284	0.9857142857142858	0.991150442477876	1.0	0.954248366013072	1.0	0.985239852398524	0.9883268482490272	0.9851851851851852	0.9888475836431226	1.0	0.89	0.9576271186440678	0.9964285714285714	0.904382470119522	0.9963235294117648	1.0	1.0	0.9913793103448276	0.9852941176470588	0.953405017921147	Tumor
017ba6ed-d634-4550-b2ab-2048d71b9830	0.989247311827957	0.9523809523809524	0.9367088607594936	0.9166666666666666	0.8020833333333334	1.0	0.9803921568627452	0.9824561403508772	0.9487179487179488	1.0	0.911504424778761	1.0	0.9302325581395348	1.0	1.0	0.9534883720930232	0.9193548387096774	0.979591836734694	0.9767441860465116	0.9893617021276596	0.9173553719008264	0.7787234042553192	0.9910714285714286	0.9552238805970148	0.99	0.8938053097345132	0.989247311827957	0.9848484848484848	1.0	0.975609756097561	1.0	0.9649122807017544	0.9166666666666666	0.979591836734694	0.9523809523809524	1.0	0.9344262295081968	0.9142857142857144	1.0	0.9680851063829788	1.0	1.0	1.0	0.859375	0.975609756097561	0.9482758620689656	0.6847826086956522	1.0	1.0	0.9813084112149532	1.0	0.9285714285714286	0.8938053097345132	Tumor
01b83536-edd8-482a-bff6-01d0bb9970d5	0.9565217391304348	1.0	0.9772727272727272	0.8846153846153846	0.9583333333333334	0.8846153846153846	0.9565217391304348	0.945945945945946	0.9347826086956522	0.935483870967742	0.9818181818181818	0.8484848484848485	0.8235294117647058	1.0	0.9818181818181818	1.0	0.7340425531914894	0.9444444444444444	1.0	0.9807692307692308	0.890625	0.6605504587155964	1.0	1.0	0.9818181818181818	0.9272727272727272	0.9622641509433962	0.96	0.875	1.0	0.9523809523809524	0.86	0.8214285714285714	0.9444444444444444	0.9032258064516128	1.0	0.7582417582417582	0.9230769230769232	0.9818181818181818	1.0	0.9814814814814816	0.9814814814814816	1.0	0.875	1.0	0.918032786885246	0.9111111111111112	0.9649122807017544	1.0	1.0	1.0	0.96	0.9152542372881356	Tumor
02d00dd6-708d-46a9-b885-d6d14eed564d	0.8275862068965517	1.0	0.9583333333333334	1.0	0.9032258064516128	1.0	1.0	0.9333333333333332	1.0	0.9230769230769232	0.8913043478260869	1.0	1.0	1.0	1.0	1.0	0.9344262295081968	0.925925925925926	1.0	0.9285714285714286	0.8928571428571429	0.7560975609756098	1.0	0.8717948717948718	1.0	0.9629629629629628	0.8536585365853658	1.0	1.0	1.0	0.8333333333333334	0.92	0.9230769230769232	0.925925925925926	0.9230769230769232	1.0	1.0	1.0	0.9761904761904762	0.975	0.9523809523809524	0.9090909090909092	1.0	0.8703703703703703	1.0	0.9803921568627452	0.7241379310344828	1.0	1.0	1.0	1.0	0.9714285714285714	0.8913043478260869	Tumor
02f79514-91bb-4a31-91bc-9c53edd6fef1	0.9387755102040816	0.981132075471698	0.9583333333333334	0.8958333333333334	0.953846153846154	0.9772727272727272	0.9830508474576272	0.9824561403508772	0.9387755102040816	0.9629629629629628	0.951048951048951	1.0	0.9298245614035088	1.0	1.0	0.9629629629629628	0.955665024630542	0.9733333333333334	1.0	0.9523809523809524	0.9135802469135802	0.8502202643171806	0.9929577464788732	0.948051948051948	0.9904761904761904	1.0	0.9454545454545454	0.9726027397260274	1.0	0.9454545454545454	1.0	0.8679245283018868	0.88	0.9798657718120806	1.0	1.0	0.965174129353234	0.9861111111111112	0.9784172661870504	0.981132075471698	0.875	0.875	1.0	0.8841463414634146	1.0	0.9929577464788732	0.7636363636363637	0.986013986013986	1.0	0.9905660377358492	0.9814814814814816	0.9726027397260274	0.91156462585034	Tumor
0328d523-1d48-483a-abc6-40787ed24b72	0.9391304347826088	0.9871794871794872	0.98989898989899	0.9402985074626866	0.8811188811188811	0.9836065573770492	0.99	0.9158878504672896	0.9320388349514565	0.9864864864864864	0.9022988505747126	0.9473684210526316	0.927710843373494	0.9902912621359224	1.0	0.9866666666666668	0.9441624365482234	0.924812030075188	0.925	0.9858156028368794	0.9019607843137256	0.7948717948717948	0.948905109489051	0.9829059829059827	0.9933774834437086	0.9923076923076924	0.9577464788732394	0.9658119658119658	0.961038961038961	0.9871794871794872	0.972972972972973	0.9291338582677166	0.9420289855072465	0.924812030075188	0.9863013698630136	0.9823008849557522	0.8942307692307693	0.9655172413793104	0.9808917197452228	0.9574468085106383	1.0	1.0	0.9907407407407408	0.8838709677419355	0.96	0.9647887323943662	0.5701754385964912	0.9774436090225564	0.992248062015504	0.9806451612903224	1.0	0.9495798319327732	0.8579234972677595	Tumor
0328fb2d-b622-4d82-b5a5-674d30212caa	0.8846153846153846	1.0	0.8214285714285714	0.5555555555555556	0.782608695652174	1.0	1.0	0.9473684210526316	0.8888888888888888	0.9411764705882352	0.9411764705882352	1.0	0.9090909090909092	1.0	0.9722222222222222	0.9473684210526316	0.7358490566037735	0.8947368421052632	1.0	0.9743589743589745	0.8372093023255814	0.7708333333333334	0.9473684210526316	0.926829268292683	1.0	0.9444444444444444	0.972972972972973	1.0	1.0	1.0	0.9090909090909092	0.9583333333333334	0.4761904761904761	0.8947368421052632	1.0	1.0	0.9285714285714286	0.9736842105263158	1.0	0.902439024390244	1.0	1.0	1.0	0.8333333333333334	1.0	1.0	0.8260869565217391	0.972972972972973	1.0	1.0	1.0	0.9487179487179488	0.9142857142857144	Tumor
03462bef-e22d-42c1-8360-f2a3404e698d	0.9425770308123248	0.9866369710467706	0.9548104956268222	0.8304721030042919	0.8786279683377308	0.9575	0.9766081871345028	0.9596774193548387	0.9667673716012084	0.979955456570156	0.9476813317479192	0.9688195991091314	0.9371069182389936	0.9931506849315068	0.995827538247566	0.981981981981982	0.9327641408751334	0.9630606860158312	0.9666666666666668	0.9839901477832512	0.9247448979591836	0.8477443609022557	0.9822646657571624	0.9798657718120806	0.9962593516209476	0.9916550764951322	0.9681372549019608	0.9828767123287672	0.9753914988814316	0.9822616407982262	0.9913793103448276	0.935792349726776	0.8405172413793104	0.9592641261498028	0.9730337078651684	0.9895833333333334	0.9392624728850324	0.9552238805970148	0.9851668726823238	0.987546699875467	0.9975	0.9975	0.9965095986038396	0.9044025157232704	0.981941309255079	0.9692101740294512	0.6725888324873096	0.9876203576341128	0.99581589958159	0.99626400996264	0.9864559819413092	0.9879518072289156	0.929245283018868	Tumor
03752bc9-46d3-4f39-8313-3050134be0db	0.9107142857142856	0.9692307692307692	0.9724770642201837	0.855072463768116	0.9696969696969696	0.8939393939393939	0.9523809523809524	0.9142857142857144	0.9047619047619048	0.9838709677419356	0.8342541436464088	1.0	0.9142857142857144	0.9701492537313432	0.9864864864864864	1.0	0.9800796812749004	0.9235668789808916	0.96875	0.984375	0.9036144578313252	0.7771260997067448	0.9931972789115646	0.9514563106796116	1.0	0.945945945945946	0.9457364341085271	1.0	1.0	1.0	0.9850746268656716	0.9423076923076924	0.8428571428571429	0.9235668789808916	1.0	1.0	0.935361216730038	0.97	0.9865771812080536	0.9921875	0.993103448275862	0.993103448275862	0.9393939393939394	0.8802395209580839	1.0	0.9863013698630136	0.7788461538461539	1.0	1.0	1.0	0.984126984126984	0.9897959183673468	0.8222222222222222	Tumor
037a7fa8-e684-4548-805c-845c3df9e188	1.0	1.0	0.9148936170212766	0.9545454545454546	0.951219512195122	1.0	1.0	1.0	1.0	1.0	0.9452054794520548	1.0	0.9642857142857144	1.0	1.0	1.0	1.0	0.9655172413793104	1.0	1.0	0.9433962264150944	0.9022988505747126	1.0	1.0	1.0	0.9761904761904762	1.0	1.0	1.0	1.0	1.0	1.0	0.9545454545454546	0.9655172413793104	0.9615384615384616	1.0	0.93006993006993	1.0	1.0	1.0	1.0	1.0	1.0	0.923809523809524	1.0	1.0	0.9555555555555556	1.0	1.0	1.0	1.0	1.0	0.9428571428571428	Tumor
