Gene	Term	Estimate	StdError	tvalue	PrGTt	Significance
ENST00000504719.7	(Intercept)	-196.357077994254	96.13333219875	-2.04254937910919	0.0439277984292718	*
ENST00000504719.7	`127818899:127818901`	-10.5211886506441	19.2294073237609	-0.54714055787063	0.585592735449497	
ENST00000504719.7	`127882061:127882063`	4.48195631807789	24.9368807207739	0.179732034983195	0.857753972708411	
ENST00000504719.7	`128100979:128100981`	-3.35215619143616	5.52149373190832	-0.607110386101552	0.545257074235125	
ENST00000504719.7	`127803149:127803151`	48.2906028409268	30.9306975886614	1.56125165630371	0.121861010115476	
ENST00000504719.7	`128082752:128082754`	-23.1612810351075	12.8513968408768	-1.80223841204854	0.0747475332598769	
ENST00000504719.7	`127854727:127854729`	41.3673601451701	32.3912621512536	1.27711479571255	0.20474105831725	
ENST00000504719.7	`128069068:128069070`	-3.97003403531341	9.98916423688413	-0.397434053657302	0.6919581230654	
ENST00000504719.7	`128099369:128099371`	-4.9351032197565	6.97575921868522	-0.707464673742949	0.481046882204184	
ENST00000504719.7	`128031057:128031059`	0.0139828863280558	9.13890464579214	0.00153003963494618	0.998782482714995	
ENST00000504719.7	`127855154:127855156`	-3.55824444697907	25.8441490210402	-0.137680851634242	0.890790306462893	
ENST00000504719.7	`128031958:128031960`	-14.0138082574099	10.0691565258206	-1.39175592528271	0.167316100964863	
ENST00000504719.7	`128074072:128074074`	-97.8576470392486	38.0329686690112	-2.57296893889279	0.0116651403786142	*
ENST00000504719.7	`127816827:127816829`	36.338500223122	27.8337952052093	1.30555319370608	0.194925063764047	
ENST00000504719.7	`127851933:127851935`	38.8692571891123	25.6200248805971	1.51714361599037	0.132622429912334	
ENST00000504719.7	`127932464:127932466`	-5.49714312034271	14.173004287333	-0.387860118355833	0.699005893963248	
ENST00000504719.7	`128070161:128070163`	0.703193105074391	13.024312889675	0.0539908025114972	0.957058304462269	
ENST00000504719.7	`128070159:128070161`	-8.24929347741374	17.2420854783853	-0.478439425889349	0.633460324968788	
ENST00000504719.7	`127890588:127890590`	5.90895328296786	7.91198582536659	0.746835676073026	0.457046716185466	
ENST00000504719.7	`128049584:128049586`	-7.15911439098234	52.0356629041492	-0.137580920304015	0.89086906855239	
ENST00000504719.7	`128096517:128096519`	6.28861455815316	11.2345033866695	0.559759015749197	0.576989564696287	
ENST00000504719.7	`127932052:127932054`	-4.46641040507932	20.8774318685586	-0.213934857179715	0.831066200578443	
ENST00000504719.7	`127855162:127855164`	5.8228438677711	17.6720577239474	0.329494389319506	0.742522983740967	
ENST00000504719.7	`127932027:127932029`	5.42605916861731	24.5533815986354	0.220990300127086	0.825584448661632	
ENST00000504719.7	`128038916:128038918`	3.27208570876208	15.8346502248928	0.206640858010125	0.836742090929351	
ENST00000504719.7	`127881800:127881802`	91.8926572560005	65.507610240643	1.40277834771306	0.16401255406915	
ENST00000504719.7	`128080302:128080304`	29.058294510556	18.6334975970688	1.55946538534596	0.122282918281416	
ENST00000504719.7	`128049587:128049589`	-29.3397716369963	56.0641773270793	-0.523324750951531	0.601993018549518	
ENST00000504719.7	`128048447:128048449`	20.3107013897872	23.013714022561	0.882547743918082	0.379756203012264	
ENST00000504719.7	`127989161:127989163`	-19.3879907393625	18.3654567647003	-1.05567702386949	0.293850535567891	
ENST00000504719.7	`127902455:127902457`	25.9312780907855	32.0212656230644	0.809814277675133	0.420114151615855	
ENST00000504719.7	`127819908:127819910`	-48.7668401019498	22.8021475036875	-2.13869505466814	0.0350806165683684	*
ENST00000504719.7	`127996560:127996562`	6.39374611018225	7.42402690417381	0.86122345631421	0.391330019889463	
ENST00000504719.7	`128096520:128096522`	3.58321857571007	8.5737611479589	0.417928434659403	0.676962834694208	
ENST00000504719.7	`128074069:128074071`	94.9555493708134	39.7111138734621	2.3911580439014	0.018809280018876	*
ENST00000512617.7	(Intercept)	-174.832674916264	85.5349168554035	-2.04399187307118	0.0437820744601253	*
ENST00000512617.7	`127818899:127818901`	-11.9050189051501	12.6747039104206	-0.939273926183182	0.350023266269535	
ENST00000512617.7	`127882061:127882063`	15.289907605328	18.5714342730066	0.823302464449487	0.412442238435687	
ENST00000512617.7	`128100979:128100981`	-0.825424549811148	4.09888283828059	-0.20137793208	0.840842872447518	
ENST00000512617.7	`127803149:127803151`	15.3162939687377	24.993792391707	0.612803920617492	0.541501647593262	
ENST00000512617.7	`128082752:128082754`	18.8309587340929	9.53722169463583	1.97447006445119	0.0512946340112293	
ENST00000512617.7	`127854727:127854729`	-3.4003013485278	23.5566596830877	-0.144345649776866	0.885539875503538	
ENST00000512617.7	`128069068:128069070`	-9.74181032008046	7.86787514857548	-1.23817550941238	0.218767498053777	
ENST00000512617.7	`128099369:128099371`	-2.57777569103099	5.5027190725402	-0.468454896033974	0.640555459402553	
ENST00000512617.7	`128031057:128031059`	-23.1025862020926	6.45119822199693	-3.58113104063656	0.000546398467141156	***
ENST00000512617.7	`127855154:127855156`	3.5582896970254	20.1639012293892	0.176468316152984	0.860309758546306	
ENST00000512617.7	`128031958:128031960`	10.5326512665059	7.79694319425621	1.35086930917556	0.18001489424846	
ENST00000512617.7	`128074072:128074074`	2.48322207622573	29.0646082440896	0.0854380026515823	0.932096847100804	
ENST00000512617.7	`127816827:127816829`	19.8571146322072	20.3112990991508	0.977638827298717	0.330789267104557	
ENST00000512617.7	`127851933:127851935`	13.7420439961658	21.0156998430432	0.653894188573255	0.514793623955731	
ENST00000512617.7	`127932464:127932466`	-1.32079964180088	10.7374540180328	-0.12300864241958	0.90236569725698	
ENST00000512617.7	`128070161:128070163`	-20.9737153456806	9.06765149395786	-2.31302618540824	0.0229260716564274	*
ENST00000512617.7	`128070159:128070161`	15.377096611597	11.5949744864471	1.32618632577163	0.188025814697693	
ENST00000512617.7	`127890588:127890590`	-0.298758831467406	6.43777574607778	-0.0464071510489356	0.963085244460211	
ENST00000512617.7	`128049584:128049586`	-4.92755380601887	35.305144773118	-0.139570417787121	0.889301228984584	
ENST00000512617.7	`128096517:128096519`	-0.325408772143647	7.69749777004243	-0.0422746172671971	0.966370409587316	
ENST00000512617.7	`127932052:127932054`	-12.97189884985	16.9865456796712	-0.763657255246091	0.447004545462754	
ENST00000512617.7	`127855162:127855164`	5.73984779494811	14.3294665423249	0.400562559533834	0.689660928174185	
ENST00000512617.7	`127932027:127932029`	18.6221354477635	18.9555088941507	0.982412846405298	0.328445383317294	
ENST00000512617.7	`128038916:128038918`	17.855768182349	12.0932193776284	1.47651073091264	0.143184995898858	
ENST00000512617.7	`127881800:127881802`	69.7563085443158	61.3219628305858	1.13754200492622	0.258234044440575	
ENST00000512617.7	`128080302:128080304`	-6.94583981180436	14.2311037868651	-0.488074566515014	0.626645787701342	
ENST00000512617.7	`128049587:128049589`	5.1579293782098	34.9168886908002	0.147720188470538	0.882883394104756	
ENST00000512617.7	`128048447:128048449`	18.7680556544285	15.1109157284061	1.2420197420033	0.217352311103582	
ENST00000512617.7	`127989161:127989163`	27.3254866168213	13.2616968696519	2.06048191912401	0.0421454772597188	*
