id	filename	md5	size	state
50f12e36-be8e-41b0-8cbe-b81eaf618549	a14ac53b-7e97-46f3-9dce-41a2a9010f17.rna_seq.genomic.gdc_realn.bam	74c5496a72d2e5d689c65bffe009e6c6	15024039664	released
f0c8b0a3-64c1-4f2b-b117-bd602ad97842	ff23c7dc-14a8-43a4-a00b-3bafdc645e46.rna_seq.genomic.gdc_realn.bam	21fa2d2a8cbd5d7bc86f17a3504e0b0c	24751897034	released
4bfcbcef-8518-4de0-be0d-cb63e6cebf0b	517eb355-1a15-4344-9f99-d5f3c461d2ef.rna_seq.genomic.gdc_realn.bam	6898967691a0562c2b6f50a5c497079d	24248215917	released
b48cddf3-3d00-4ca6-ae79-0bb030a7d2eb	4e56c9e5-1d7e-4329-96b3-1825863e4fc0.rna_seq.genomic.gdc_realn.bam	f7a1c2407ced0887213e103c50bc8a7c	7684716951	released
72be09a1-4fb7-4b05-8e82-3fd83a14155d	1d359158-291b-4629-bd6f-0d605ac6afa7.rna_seq.genomic.gdc_realn.bam	6629de54fa843aa834e488ccbccf7f17	9261735240	released
0cad2584-bb53-455c-8caa-a1f05d2f2b39	08a88278-e3c9-4646-8d9f-6913ba17a009.rna_seq.genomic.gdc_realn.bam	23a780c8cdbd316d9b463521778b8896	14928001119	released
129316a8-770d-48aa-ba70-77cdfe25ebcb	71425fe1-3503-4f0b-bcb0-2a35cdea4b0e.rna_seq.genomic.gdc_realn.bam	c54182684e465b0929048b4f723adc5a	11198208467	released
9732e34d-01ff-4230-b44b-970d99548ee9	d4a99056-1263-41dd-910a-a5a34394cf42.rna_seq.genomic.gdc_realn.bam	da6d6d5307ed2c48477de6a26f66195c	31889270938	released
d7b5e53c-c894-4ea0-ad38-47cd23f6f5dd	037a7fa8-e684-4548-805c-845c3df9e188.rna_seq.genomic.gdc_realn.bam	7f45ea8d8b9c2dc3ab255ffcc26bce2b	12457872676	released
7b23cd91-dc5a-4fae-9a80-2b5c26cc4686	a058327f-14ee-4870-8c31-3850f420d312.rna_seq.genomic.gdc_realn.bam	2145533d55afec70e457e3297a125fbd	16728789325	released
c2abfc19-04c6-4094-8367-df50acfcd221	57bfee10-7547-4a15-a774-23ea7e6cf5e9.rna_seq.genomic.gdc_realn.bam	f130ced1e17de3ff8b9454400a4767dd	15769477518	released
d1a4edb4-c54d-45ef-9e64-e6a787233a26	137283ac-bd8f-424a-bf5b-e70b05b6a3e9.rna_seq.genomic.gdc_realn.bam	04bd93242a2bb297233bf74fb843b048	12567776065	released
e85c773c-9a6b-4ffd-81da-c89d18c174a1	f6e1478c-72b3-45ae-a328-bba09df4a0a5.rna_seq.genomic.gdc_realn.bam	3740382724ad5d980862474b625e4c65	12316506421	released
917b4067-f5ef-42b4-a30d-aa1f1755d55a	24fb0a8d-34f2-4cac-9b8c-03c2503a34fd.rna_seq.genomic.gdc_realn.bam	ebfc1dcb3bd361ce6301b7779ea93af1	11375788206	released
cb6a8e47-d8af-4796-966c-576668cf1e34	532e54f3-48e3-466f-8d1c-61f62fe31cc4.rna_seq.genomic.gdc_realn.bam	6efb009430e0069bbe19b058c39b2fa5	7165731031	released
3aebdcaf-7956-44c1-8989-791ea5814207	7d14ddef-7a1b-4515-9536-3fc4a9b85702.rna_seq.genomic.gdc_realn.bam	1f55237c812a788f4212fb470b4a229d	14595461032	released
42e8b8c7-5863-4577-8196-ce770b5820ce	e4345410-d8f9-498c-b4fe-d6e951bd1f9c.rna_seq.genomic.gdc_realn.bam	0c7f712b9b784cdadae3c8d17dae1f32	12476334174	released
b8234f9d-a75c-4708-8032-3c95f1c2a963	bbb907c3-ad29-4255-9b4c-764d052db122.rna_seq.genomic.gdc_realn.bam	5f6bb0770a8f061e0d3399ada2c7e6aa	21970029937	released
45b43cd1-d067-4395-90f7-0e2c7c1e2620	8a8dab8f-000a-46bc-9e8e-de80237aed4c.rna_seq.genomic.gdc_realn.bam	61d9c111f6e7415c081cd98ee0e8ffec	11925205693	released
3b7f1f78-4c69-4adf-ac9d-38bcee0b9831	87ba5532-0958-4480-9f81-c567430216f2.rna_seq.genomic.gdc_realn.bam	2dd92e061276eccc4139f18a2b673c12	15560547167	released
0edac17f-d73d-4eb1-82b8-fc279512ac12	8b38327a-d165-473f-bc49-2d28305e9689.rna_seq.genomic.gdc_realn.bam	2589577d3f1851e8429f7015ccd2acea	11563848461	released
4d2636b4-64c4-41e8-a545-862d77f618dd	253e8a92-35ff-45b4-bf43-8f52d62ca993.rna_seq.genomic.gdc_realn.bam	c07df89020257b1aeac510415e7ed075	12908337068	released
6177b1a8-bd98-42ea-a62d-7a1b30f517cc	597eeda6-4844-4897-8fa6-8b42317b88d6.rna_seq.genomic.gdc_realn.bam	33d785a988cb502d1a32102b45db5b12	11729781253	released
9c51f416-9db5-4070-9565-4dff7af7de48	c0b634eb-856b-491e-ab86-3088950176d9.rna_seq.genomic.gdc_realn.bam	c681a10c4087f5719d93fdaa227351dc	13144626106	released
c6527786-3ec2-454d-82b3-6b94a7082ae8	be6fc173-98ff-4aa1-a7a9-14ac5cffebc4.rna_seq.genomic.gdc_realn.bam	5aae1095d27ac020e0ce3cb743763714	9552718494	released
df1c24c6-3e0b-4828-806d-9d82fb562298	cac17859-2779-4a77-98b7-3c6e392f0f1e.rna_seq.genomic.gdc_realn.bam	e0cf809a11763b687b5a17751f5211cb	7449006396	released
57017bc4-b0e9-4d1f-a5a2-158b64bf6bdd	2458e827-5ac6-4d31-8ad4-b335e7f787cd.rna_seq.genomic.gdc_realn.bam	9a7af3f997eef98e8d6279e0079b586d	16811698336	released
a9d3f1b1-41fa-4382-9602-a98ba9feae66	c6996478-e874-456e-ad0c-296658d8baa2.rna_seq.genomic.gdc_realn.bam	c41daa04be0030144eab6b767868643d	15788942642	released
cc33a4a1-b44f-4614-9142-6e4f30a22b89	c4e36c8b-6250-4784-bc08-75b7d2549b94.rna_seq.genomic.gdc_realn.bam	fe440be618faa935dc29ad9542feb5be	19169425306	released
4996011e-ed45-4acb-af55-05ff8d792394	6bc01daa-5c11-4c87-916f-09e6fec65c5a.rna_seq.genomic.gdc_realn.bam	28c444fbd5b9511b4052cdf6e9c11b0e	17249479083	released
