id	filename	md5	size	state
7e4195a1-0043-4816-816d-cee9f8b1da8a	c51a6f0c-9e7a-4120-97b6-762ba06950d2.rna_seq.genomic.gdc_realn.bam	24d46a61071e3f5c4eef6b105914d053	6260743954	released
ce84db98-cef9-4bdc-9406-2827bfbc8b47	d89e0892-85e8-411b-82a6-615a91aa840c.rna_seq.genomic.gdc_realn.bam	785a8f6da51257d7e55666e8a95e9b8f	6635954393	released
7314e599-96e1-4707-88f6-ef1a6c8e02bc	1a4bad69-1437-42c2-996e-8afa606cb40b.rna_seq.genomic.gdc_realn.bam	07c18069430c53a0c6026bdecd4f3e81	6126460049	released
d164e47f-ad91-4c5b-bb6d-05f175029446	a2dc42c7-07df-48a9-9c59-15ac4bcefc7f.rna_seq.genomic.gdc_realn.bam	2e5ba3a36f3ecba90a9c76ea98e2220c	7894603709	released
916c91df-a627-4d96-927c-a9310767d84c	8f839203-1593-4ab2-bcf6-627a252bdf0f.rna_seq.genomic.gdc_realn.bam	2a7cf648c2c022a6106d6281da2f9db5	7066531871	released
83386c17-08f1-4dd2-b8da-b19e0fed50a3	06b62257-7bdf-4218-8d43-49d80f591364.rna_seq.genomic.gdc_realn.bam	2a8015c2a2a60b9ea89c1b53e0233a2c	10396541391	released
a7c9916c-cf91-4b76-bd9e-3b6443e026b3	09fd7c9c-2f0a-443b-a1f2-98df7415284a.rna_seq.genomic.gdc_realn.bam	3ea6d2b8e3591f1324caf9b5d631d1af	6460696350	released
8a576999-48c7-4719-bf7b-d57750f9d4c2	07aa3728-fdc1-40e5-bd97-b9eb055e47e2.rna_seq.genomic.gdc_realn.bam	81b56b21e684f4de7109c3591ada22b6	7265496048	released
84414018-42d2-43a0-8cf7-10a556c9c371	65c7436d-873e-4988-853c-3868c7333319.rna_seq.genomic.gdc_realn.bam	bded379e7fdd36a0920140fd2137af66	6983753343	released
9a0e645d-cb65-4442-b23d-4f5cfc378ce7	54bc3281-1146-4c6c-b08b-44b025799592.rna_seq.genomic.gdc_realn.bam	992b167127272022400abb4314cd689d	7708971937	released
2b95da0a-1154-42c3-9f9d-8ebdf65d6f0c	6c9c0278-d063-47fd-885e-fa19346b2ec0.rna_seq.genomic.gdc_realn.bam	87c6e048ed8a33d8db84413cfea4f370	4016448613	released
d0ae8e0d-fd12-4a81-a9fd-95ff1189a447	0b9f0386-8654-4cfc-85af-da5eb0dbbcd0.rna_seq.genomic.gdc_realn.bam	f4422496fff4f566ca1e9dc625dd3229	7995946450	released
db3b32e9-835a-42de-8bbd-40ebb14d3a1f	d6ab40a9-8c37-4b1e-90d2-f431ef00ee68.rna_seq.genomic.gdc_realn.bam	dea9ab953e9fff6830bd0f1163489f84	5906963928	released
9f677bff-9867-4236-9270-06e9d1d081e7	cb7e1044-9796-497d-8f96-7ca249fbc62e.rna_seq.genomic.gdc_realn.bam	63d3d92072c6ac4f4789b36253c29cf5	6201270959	released
f7890173-8809-4235-bbbf-d3796577bcf7	bdcd68dd-4a7b-423d-a688-a82371a211d5.rna_seq.genomic.gdc_realn.bam	6c449a96f49d8e5b419d19dc13e96c8e	4175093215	released
561a7531-a5c0-4bfa-b3c9-730041742896	0e7ed98c-47a6-4c1e-9376-98f594f6dd71.rna_seq.genomic.gdc_realn.bam	750c5a4113388d76106162db27f4595e	7915350398	released
49dcae63-6c43-44d9-9e52-e78f58db6b01	f87a03c9-e231-4a90-87b3-f234bceff50d.rna_seq.genomic.gdc_realn.bam	c85aca6edbfb1bcaac7892146165f280	6764142847	released
8508012f-215b-428b-9287-a4ebc667250c	3063073a-b4df-4017-b15a-bad1c22d3a41.rna_seq.genomic.gdc_realn.bam	342c2bfec8a239d4f3d224933574377e	3672113099	released
697aadea-2cf8-4281-a02d-ffbc7f50f1d0	e3ce7ed2-4e1c-4e13-bd56-372aa09132ec.rna_seq.genomic.gdc_realn.bam	5839e0341bfe3e59f35151903179e205	4125454947	released
52e42367-bb16-408c-83d4-b5b64635d525	c295bf2b-7e70-40fb-8af7-87616394692b.rna_seq.genomic.gdc_realn.bam	fea22fdff384a5d3a5313daafdfb78b3	2491563461	released
170ca292-0d7c-4d23-b229-d855b94144bc	6dfcb1d6-1bc0-45bb-b330-63cefce9fdb1.rna_seq.genomic.gdc_realn.bam	1117add7925d786593739abaf236082b	5793327554	released
c567f5b4-9260-4a80-927c-de5596d14986	94ec88ff-4332-47ec-b2bf-3b8a269860d0.rna_seq.genomic.gdc_realn.bam	e2462a8b075aa5c42e5bdd0cb45e1707	13678932364	released
38eb7a5f-993a-42c5-ba8d-0e15802dfacb	0879b7ae-a997-4b0e-aacd-a56a02fe41d2.rna_seq.genomic.gdc_realn.bam	a2b6b817005603aa27437ef64192bcff	7423518716	released
ca666750-53dc-431e-98c2-e5dca610f878	811ad730-2a21-49ca-832a-8ee67c09b51a.rna_seq.genomic.gdc_realn.bam	a4458ed16f29659f547ff29c6cb9947f	5256764532	released
