Gene	mean_raw_r_sq	best_raw_r_sq	mean_rmse	min_rmse	cor_value_R2_RMSE	cor_pvalue	cor_padj_BH	RMSE	R_squared
ENSG00000003756.17	0.0435835232375005	0.0606326716897838	0.358515027497346	0.32446654852368	-0.77650673389184	0.00825180942218619	0.351044740662459	0.407434852795551	0.140230444783995
ENSG00000004779.10	0.0468173673846283	0.0123990089988533	0.334433887797967	0.292121459778955	0.193050949683549	0.593090758169803	0.941621030283031	0.411961874268021	0.103845279838167
ENSG00000037241.7	0.0679921587323445	0.18259666826627	0.343491047370297	0.293923160906467	-0.666607204513064	0.0352875116552651	0.533157848155432	0.444870415183712	0.102040493935759
ENSG00000053438.11	0.0151828525882713	0.0527700819302296	1.26910790557471	0.989428945034404	-0.024716421096057	0.945965846461826	0.995788256552477	0.795330808331591	0.156385759156779
ENSG00000106588.12	0.115865191492208	0.220803402200001	0.515920256090347	0.457546822048248	-0.164054391141139	0.650634593215209	0.951674912490938	0.632759457952219	0.205647456102763
ENSG00000108465.15	0.0296628026938753	0.0409301837601321	0.733703953378354	0.602579963703099	-0.0975733974256046	0.788578698681745	0.977626027469024	0.78466895114997	0.110766478293144
ENSG00000121454.6	0.140775110293627	0.183269277907557	0.705954715286871	0.641736223457957	-0.546224775850459	0.102349273800786	0.681942987467021	0.69761761067005	0.1441533410897
ENSG00000130684.14	0.0836522401692208	0.159059845876664	0.549417734211518	0.48291888216679	0.0904653858219156	0.803718585172883	0.980629694709592	0.663630445818545	0.14072641877934
ENSG00000132424.17	0.0412504888809701	0.0686068354357927	0.431675517546955	0.379365911635376	-0.662796066856368	0.0367373258275659	0.539566058877066	0.498201503225757	0.103963384878126
ENSG00000140543.15	0.0456651239956869	0.0435658098415941	0.675726264325083	0.59764098294303	-0.516770308572283	0.126153781870037	0.711260788523261	0.718022423643935	0.101321261936597
ENSG00000164776.11	0.00686595184280524	0.0268501699030712	0.77869388101569	0.628652828334009	-0.655150437087301	0.0397661079370487	0.547470303036612	0.500625439797282	0.140996754416425
ENSG00000167766.21	0.0539125781670165	0.0151647396752814	0.463665773062396	0.395068322916237	-0.295572416166567	0.407021924167094	0.893574332304387	0.51970368457009	0.14055769588476
ENSG00000197670.6	0.0803496343409666	0.0179429709344792	0.97823050729692	0.600107576179153	-0.12054426557655	0.740107794770837	0.970164079801163	0.755736600450768	0.101792419977222
ENSG00000198590.12	0.108114170803221	0.195081448982204	0.57347889159079	0.49036602104348	0.152639942321824	0.673771493835536	0.957384100228138	0.628513096095945	0.140067270764536
ENSG00000224086.6	0.0631142440740245	0.0187299726104641	0.441231586140943	0.398562349098485	-0.37129410168213	0.290806616634569	0.844005934220465	0.547211816247587	0.144047638605693
ENSG00000224660.2	0.0792055103208514	0.175555456028645	0.557453617902251	0.467103753901124	-0.238687506672265	0.506614629261909	0.923536235509308	0.697900971051555	0.117783464194455
ENSG00000226803.9	0.0749524695687163	0.0984993708434235	0.490494414684976	0.454172658908773	-0.412134733460657	0.236612187246839	0.811448408909549	0.598889960110104	0.13707528982772
ENSG00000228315.12	0.0587511057000877	0.0901046284151024	0.566183885661299	0.498351189553553	0.114826587000222	0.752102608962024	0.972282606482054	0.716896675208972	0.108107371839219
ENSG00000228486.11	0.0342620833164268	0.141174688631951	0.624066770518641	0.569569779703068	-0.388051563969739	0.267827388755061	0.833459073746886	0.714312584338755	0.138148836370449
ENSG00000235865.2	0.118493627212793	0.0749591797334196	0.659538621656027	0.558113450628592	0.129058403382175	0.722340199331915	0.965637608026334	0.790141541655989	0.142802743078709
ENSG00000241484.10	0.0911711259109268	-0.0674797598913588	0.735834508944007	0.62554740682731	0.0234477969688319	0.948736135159582	0.995985466761623	0.678699326497753	0.20508686841143
ENSG00000242588.7	0.0771460044850178	0.161389828023619	0.460603204650338	0.353947326049641	-0.678211564606483	0.0311125470030512	0.525515341700001	0.568996575177527	0.207125079542866
ENSG00000245275.9	0.115665140343547	0.190557699997795	0.629622320052482	0.557058424684638	-0.666629787689834	0.0352790380897439	0.533157848155432	0.528135673037253	0.207114247466747
ENSG00000245532.11	0.0614759500069584	0.194010273087983	0.790916258082493	0.681311299710013	-0.0625059659285305	0.863801158968179	0.988085504618865	0.872102022459275	0.155942987554767
ENSG00000249669.12	0.0438175900142286	0.117032472365758	0.858601804738527	0.722734790894217	-0.283374863739834	0.427542406451436	0.901089091998648	0.833192036243816	0.109541275162911
ENSG00000249915.9	0.135509713019488	0.309327384192323	0.488240940477187	0.429135245461159	-0.0659562459396343	0.856346723022988	0.987188255290309	0.588910816185595	0.112295473089019
ENSG00000251143.1	0.0995503393407894	0.20861811341135	0.646108766303326	0.597304263326846	-0.002877455811974	0.993705617527405	0.999722166142862	0.799528039932689	0.156681027374182
ENSG00000258441.1	0.0556590986680307	0.110187580379259	0.603732443323022	0.537738458255752	-0.509488876005273	0.132522276122277	0.720721629213419	0.678897823527137	0.111150550895392
ENSG00000258682.1	0.143944714328866	0.112143086489658	0.58998140429677	0.544802701054584	-0.32356908548195	0.361758786114942	0.876153567748961	1.21318568344745	0.101005286387628
ENSG00000260565.9	0.100070716126596	0.130222923105798	0.549827128799916	0.437050848365482	0.0766275036971108	0.833358115416983	0.984365310299268	0.517989459648024	0.127563054655066
ENSG00000261326.4	0.126015142265471	0.0523706219968206	0.57600332204925	0.490621747433775	-0.342454328639471	0.332724888295422	0.864688677843886	0.778543245507174	0.20260881583264
ENSG00000261474.1	-0.017153829244291	0.0739939897842674	0.8273731852348	0.554759535694503	0.0655907579169656	0.857135896526655	0.98739173143331	0.586716507586823	0.110254724522511
ENSG00000266922.1	0.0362945855785981	0.097029210070554	5.67860451240934	4.94371693159608	0.152794443640827	0.673456622051685	0.957285436674489	6.06120857843034	0.104440127350484
ENSG00000268205.1	0.0361885157326441	0.0521852215645077	0.409712623911839	0.3652126703215	-0.316157487222668	0.373486998418883	0.880298560656333	0.485948329974527	0.105487950486545
ENSG00000271533.1	0.186493326984797	0.250601769233107	0.548715036048921	0.487615946909008	-0.422207889604813	0.224195625578517	0.800440652390102	0.688973341507427	0.224670199973839
ENSG00000272037.1	0.180519450468187	0.378638394373077	0.624424505874699	0.489579972213378	-0.514763523349682	0.127889622580461	0.71405524154124	0.777138940872182	0.141329540792261
ENSG00000272054.1	0.12121088570713	0.00492799505924069	0.476294037094208	0.409085591677919	0.23750883681851	0.508778854265318	0.924154523155244	0.576837478723052	0.199321051739758
ENSG00000272374.1	0.039918075720101	0.0352720796081685	0.643064178239687	0.574867983596789	0.205525392093297	0.56892758844724	0.936044759050994	0.806063151757995	0.132261379257882
ENSG00000273759.1	0.0339338247087898	0.0520213258811875	0.651120785205099	0.561439343813271	0.0513733896721218	0.887916834970068	0.990674175155978	0.73144067726222	0.116016820547643
ENSG00000279233.1	0.0384082202477969	0.0719250074881373	0.616741050578441	0.570124702151659	0.322272584487845	0.363796957620706	0.876757626675062	0.743519558195683	0.106941746846789
ENSG00000279662.1	0.0685801357843407	0.061154646341102	1.38809212078076	0.889411643348657	-0.110485866613644	0.761240934680997	0.974393983096431	1.82455966659839	0.111760699798708
ENSG00000283236.1	0.0518470084442436	0.0390209125231505	0.778654694170693	0.696483648161186	-0.197548156781832	0.58433644603738	0.940233938253872	0.773102425038863	0.111453581192046
ENSG00000286584.3	0.0711464873332825	0.132708029868024	0.495173919701732	0.405747812162179	-0.226776983354706	0.528659799695031	0.929988192659785	0.550806379207353	0.126156438487521
ENSG00000286599.1	0.0488678000050983	0.159519366042698	0.465728851856572	0.409570520391465	0.12061885369313	0.739951647348135	0.970164079801163	0.522362914092124	0.106749956840799
ENSG00000289443.1	0.153528383933433	0.270752633592563	0.577333472415011	0.480409146375374	-0.669315853015091	0.0342809805178992	0.531821665574238	0.578770200443453	0.144583564337499
ENSG00000290796.1	0.0974225450442214	0.192532504398835	0.680997289330847	0.619760525129582	-0.153687157717127	0.671638177211101	0.956379645703818	0.751955028832681	0.225727494965138
