Gene	Term	Estimate	StdError	tvalue	PrGTt	Significance
ENST00000504719.7	(Intercept)	344.949986141606	221.135331409351	1.55990444377727	0.139628674733638	
ENST00000504719.7	`127818899:127818901`	-234.330453321801	141.536698995429	-1.65561621109567	0.118565067082143	
ENST00000504719.7	`127882061:127882063`	-117.513862355352	149.801934551492	-0.784461580601003	0.444982052825215	
ENST00000504719.7	`128100979:128100981`	23.1143439925537	7.13730734756861	3.23852439960118	0.00551138152979906	**
ENST00000504719.7	`127803149:127803151`	-211.016147351062	67.3847275567479	-3.13151295556334	0.00686087334088226	**
ENST00000504719.7	`128082752:128082754`	18.051097010735	15.3005014230243	1.17977159778382	0.256464156299036	
ENST00000504719.7	`127854727:127854729`	-8.92137091748413	61.9729224559324	-0.143955949855809	0.887451480815963	
ENST00000504719.7	`128069068:128069070`	34.137172740646	20.0472686672054	1.70283410210837	0.10922416730651	
ENST00000504719.7	`128099369:128099371`	7.34475339937702	11.714947265336	0.626955737232368	0.540114268394181	
ENST00000504719.7	`128031057:128031059`	18.7909373258229	21.0934237996675	0.890843397652642	0.387079351322405	
ENST00000504719.7	`127855154:127855156`	53.8596518100896	69.0558260497052	0.779943632436202	0.447556864208569	
ENST00000504719.7	`128031958:128031960`	-14.2275210026934	21.2302268491503	-0.670153979219625	0.512945496022502	
ENST00000504719.7	`128074072:128074074`	-88.3036460292862	67.0702220801106	-1.31658496558747	0.207740482163775	
ENST00000504719.7	`127816827:127816829`	112.800934998669	49.1906410619561	2.29313813691908	0.0367077199118077	*
ENST00000504719.7	`127851933:127851935`	-12.0674569591464	42.9196741043849	-0.281163760232594	0.782426165147328	
ENST00000504719.7	`127932464:127932466`	25.6194736511745	26.1323853567829	0.980372564593485	0.342450934997079	
ENST00000504719.7	`128070161:128070163`	5.52778990265656	20.118563792134	0.27476066183302	0.787248380543094	
ENST00000504719.7	`128070159:128070161`	-24.8612098669922	21.9753802082518	-1.1313210343299	0.275683628182594	
ENST00000504719.7	`127890588:127890590`	-14.2923741317539	15.8465185125311	-0.901925184415227	0.38135113350951	
ENST00000504719.7	`128049584:128049586`	-268.033007560773	105.547767190094	-2.53944744352612	0.0226670374973155	*
ENST00000504719.7	`128096517:128096519`	-67.3228627799425	18.493853293086	-3.6402831639803	0.00241751739772689	**
ENST00000504719.7	`127932052:127932054`	-6.93101612010011	31.812489886244	-0.217870909975429	0.830465805178871	
ENST00000504719.7	`127855162:127855164`	22.1092060275889	21.7938448023506	1.01447019688808	0.326443464151863	
ENST00000504719.7	`127932027:127932029`	100.427683580256	63.0135513269808	1.59374739981137	0.131842291176266	
ENST00000504719.7	`128038916:128038918`	-12.7519511135092	13.0823028656664	-0.97474819566942	0.345143713667341	
ENST00000504719.7	`127881800:127881802`	-21.7153328760655	62.5701578589561	-0.347055747006674	0.733370633121527	
ENST00000504719.7	`128080302:128080304`	-21.5209940014982	28.6048591622711	-0.752354482132315	0.463481671855579	
ENST00000504719.7	`128049587:128049589`	292.63360052731	113.000551646816	2.5896652384666	0.020516602338711	*
ENST00000504719.7	`128048447:128048449`	-21.5754157738109	58.6488449206406	-0.367874521706355	0.718106102537024	
ENST00000504719.7	`127989161:127989163`	40.237046010373	29.1308518500842	1.38125195299624	0.187432506367945	
ENST00000504719.7	`127902455:127902457`	1.58742071951572	29.5699832386858	0.0536835177315533	0.957895775647464	
ENST00000504719.7	`127819908:127819910`	-82.7671415172182	53.4797143954334	-1.54763619164514	0.142546068147437	
ENST00000504719.7	`127996560:127996562`	-41.2546754329958	24.10261853229	-1.71162628565554	0.107557408796863	
ENST00000504719.7	`128096520:128096522`	44.3532157462424	15.586873239817	2.84554926853072	0.0122765165613239	*
ENST00000504719.7	`128074069:128074071`	124.014971441358	91.2934231630687	1.35842174764157	0.194410114965648	
ENST00000512617.7	NA	NA	NA	NA	NA	NA
ENST00000513868.6	(Intercept)	22.7030614923226	677.358116919528	0.0335170730596262	0.973704192393339	
ENST00000513868.6	`127818899:127818901`	22.2211927171232	433.540091922625	0.0512552198311779	0.959798480364532	
ENST00000513868.6	`127882061:127882063`	269.388508436344	458.857278264899	0.587085617242462	0.565878770166795	
ENST00000513868.6	`128100979:128100981`	-16.6894990312599	21.8622371830563	-0.763393924030549	0.45706811512636	
ENST00000513868.6	`127803149:127803151`	53.838725903282	206.405696801484	0.260839340859195	0.797763457580267	
ENST00000513868.6	`128082752:128082754`	-6.76471817014877	46.8668609659634	-0.144339049612509	0.887154170784147	
ENST00000513868.6	`127854727:127854729`	-14.4198991777959	189.828833715602	-0.0759626390551367	0.940452721516386	
ENST00000513868.6	`128069068:128069070`	-20.9658531789269	61.4066511545424	-0.341426421808316	0.737518482395702	
ENST00000513868.6	`128099369:128099371`	11.8135606008589	35.8839746181057	0.329215498745177	0.746544714485175	
ENST00000513868.6	`128031057:128031059`	-52.5958133767519	64.6111217654302	-0.81403653023856	0.428358273781646	
ENST00000513868.6	`127855154:127855156`	-129.823097014732	211.52442713355	-0.613749904793576	0.548575973171519	
ENST00000513868.6	`128031958:128031960`	1.21799187107768	65.0301622479978	0.0187296452749536	0.98530364540326	
ENST00000513868.6	`128074072:128074074`	110.373516434449	205.442337233123	0.537248154012207	0.59897614964457	
ENST00000513868.6	`127816827:127816829`	-169.990908033078	150.675515248677	-1.12819198097662	0.276961225980146	
ENST00000513868.6	`127851933:127851935`	-72.376412790291	131.466959372177	-0.550529297520275	0.590061802280627	
