"Target","Evidence"
"FIBIN","predicted (intersection) + predicted (union)"
"FICD","predicted (intersection) + predicted (union)"
"FIGN","predicted (intersection) + predicted (union)"
"FILIP1","predicted (intersection) + predicted (union)"
"FITM2","predicted (intersection) + predicted (union)"
"FKBP14","predicted (intersection) + predicted (union)"
"FKBP9","predicted (intersection) + predicted (union)"
"FKTN","predicted (intersection) + predicted (union)"
"FLI1","predicted (intersection) + predicted (union)"
"FLII","predicted (intersection) + predicted (union)"
"FLRT2","predicted (intersection) + predicted (union)"
"FLRT3","predicted (intersection) + predicted (union)"
"FLT1","predicted (intersection) + predicted (union)"
"FLT4","predicted (intersection) + predicted (union)"
"FLVCR1","predicted (intersection) + predicted (union)"
"FLVCR2","predicted (intersection) + predicted (union)"
"FMNL2","predicted (intersection) + predicted (union)"
"FMR1","predicted (intersection) + predicted (union)"
"FN1","predicted (intersection) + predicted (union)"
"FNBP1","predicted (intersection) + predicted (union)"
"FNBP4","predicted (intersection) + predicted (union)"
"FNDC1","predicted (intersection) + predicted (union)"
"FNDC3B","predicted (intersection) + predicted (union)"
"FNIP2","predicted (intersection) + predicted (union)"
"FOPNL","predicted (intersection) + predicted (union)"
"FOSL2","predicted (intersection) + predicted (union)"
"FOXA1","predicted (intersection) + predicted (union)"
"FOXF1","predicted (intersection) + predicted (union)"
"FOXF2","predicted (intersection) + predicted (union)"
"FOXK1","predicted (intersection) + predicted (union)"
"FOXL2NB","predicted (intersection) + predicted (union)"
"FOXN2","predicted (intersection) + predicted (union)"
"FOXN3","predicted (intersection) + predicted (union)"
"FOXO1","predicted (intersection) + predicted (union)"
"FOXP1","predicted (intersection) + predicted (union)"
"FOXP2","predicted (intersection) + predicted (union)"
"FOXR2","predicted (intersection) + predicted (union)"
"FPGT","predicted (intersection) + predicted (union)"
"FRA10AC1","predicted (intersection) + predicted (union)"
"FREM2","predicted (intersection) + predicted (union)"
"FRK","predicted (intersection) + predicted (union)"
"FRMD4B","predicted (intersection) + predicted (union)"
"FRMD5","predicted (intersection) + predicted (union)"
"FRMD6","predicted (intersection) + predicted (union)"
"FRMD8","predicted (intersection) + predicted (union)"
"FRMPD4","predicted (intersection) + predicted (union)"
"FRYL","predicted (intersection) + predicted (union)"
"FSD1L","predicted (intersection) + predicted (union)"
"FSD2","predicted (intersection) + predicted (union)"
"FSIP1","predicted (intersection) + predicted (union)"
"FSTL1","predicted (intersection) + predicted (union)"
"FSTL4","predicted (intersection) + predicted (union)"
"FUBP1","predicted (intersection) + predicted (union)"
"FUBP3","predicted (intersection) + predicted (union)"
"FUNDC1","predicted (intersection) + predicted (union)"
"FUNDC2","predicted (intersection) + predicted (union)"
"FUS","predicted (intersection) + predicted (union)"
"FUT10","predicted (intersection) + predicted (union)"
"FUT4","predicted (intersection) + predicted (union)"
"FUT9","predicted (intersection) + predicted (union)"
"FXR1","predicted (intersection) + predicted (union)"
"FXR2","predicted (intersection) + predicted (union)"
"FYTTD1","predicted (intersection) + predicted (union)"
"FZD3","predicted (intersection) + predicted (union)"
"FZD4","predicted (intersection) + predicted (union)"
"FZD5","predicted (intersection) + predicted (union)"
"FZD8","predicted (intersection) + predicted (union)"
"G2E3","predicted (intersection) + predicted (union)"
"G3BP1","predicted (intersection) + predicted (union)"
"G6PC","predicted (intersection) + predicted (union)"
"GAB1","predicted (intersection) + predicted (union)"
"GABARAPL1","predicted (intersection) + predicted (union)"
"GABBR2","predicted (intersection) + predicted (union)"
"GABPA","predicted (intersection) + predicted (union)"
"GABPB1","predicted (intersection) + predicted (union)"
"GABRA1","predicted (intersection) + predicted (union)"
"GABRA4","predicted (intersection) + predicted (union)"
"GABRB1","predicted (intersection) + predicted (union)"
"GABRB3","predicted (intersection) + predicted (union)"
"GABRG1","predicted (intersection) + predicted (union)"
"GAD2","predicted (intersection) + predicted (union)"
"GADL1","predicted (intersection) + predicted (union)"
"GAL3ST1","predicted (intersection) + predicted (union)"
"GALC","predicted (intersection) + predicted (union)"
"GALNT10","predicted (intersection) + predicted (union)"
"GALNT15","predicted (intersection) + predicted (union)"
"GALNT2","predicted (intersection) + predicted (union)"
"GALNT8","predicted (intersection) + predicted (union)"
"GALT","predicted (intersection) + predicted (union)"
"GART","predicted (intersection) + predicted (union)"
"GAS2","predicted (intersection) + predicted (union)"
"GAS2L3","predicted (intersection) + predicted (union)"
"GASK1A","predicted (intersection) + predicted (union)"
"GATA2","predicted (intersection) + predicted (union)"
"GATA4","predicted (intersection) + predicted (union)"
"GATAD2B","predicted (intersection) + predicted (union)"
"GATC","predicted (intersection) + predicted (union)"
"GBE1","predicted (intersection) + predicted (union)"
"GBP2","predicted (intersection) + predicted (union)"
"GBP4","predicted (intersection) + predicted (union)"
"GBP6","predicted (intersection) + predicted (union)"
"GBX2","predicted (intersection) + predicted (union)"
"GCLM","predicted (intersection) + predicted (union)"
"GCN1","predicted (intersection) + predicted (union)"
"GCNT2","predicted (intersection) + predicted (union)"
"GCOM1","predicted (intersection) + predicted (union)"
"GCSAML","predicted (intersection) + predicted (union)"
"GDA","predicted (intersection) + predicted (union)"
"GDAP1","predicted (intersection) + predicted (union)"
"GDAP2","predicted (intersection) + predicted (union)"
"GDF6","predicted (intersection) + predicted (union)"
"GDI2","predicted (intersection) + predicted (union)"
"GDPGP1","predicted (intersection) + predicted (union)"
"GEM","predicted (intersection) + predicted (union)"
"GFAP","predicted (intersection) + predicted (union)"
"GFM1","predicted (intersection) + predicted (union)"
"GFOD1","predicted (intersection) + predicted (union)"
"GFPT1","predicted (intersection) + predicted (union)"
"GFRA1","predicted (intersection) + predicted (union)"
"GGCX","predicted (intersection) + predicted (union)"
"GHR","predicted (intersection) + predicted (union)"
"GID8","predicted (intersection) + predicted (union)"
"GIGYF1","predicted (intersection) + predicted (union)"
"GIN1","predicted (intersection) + predicted (union)"
"GINS1","predicted (intersection) + predicted (union)"
"GINS2","predicted (intersection) + predicted (union)"
"GINS4","predicted (intersection) + predicted (union)"
"GIPC3","predicted (intersection) + predicted (union)"
"GIT2","predicted (intersection) + predicted (union)"
"GJA3","predicted (intersection) + predicted (union)"
"GJC1","predicted (intersection) + predicted (union)"
"GK","predicted (intersection) + predicted (union)"
"GLCCI1","predicted (intersection) + predicted (union)"
"GLDN","predicted (intersection) + predicted (union)"
"GLG1","predicted (intersection) + predicted (union)"
"GLI3","predicted (intersection) + predicted (union)"
"GLIPR1L2","predicted (intersection) + predicted (union)"
"GLIPR2","predicted (intersection) + predicted (union)"
"GLIS2","predicted (intersection) + predicted (union)"
"GLRA2","predicted (intersection) + predicted (union)"
"GLRA3","predicted (intersection) + predicted (union)"
"GLRX","predicted (intersection) + predicted (union)"
"GLS","predicted (intersection) + predicted (union)"
"GLUD2","predicted (intersection) + predicted (union)"
"GLUL","predicted (intersection) + predicted (union)"
"GLYAT","predicted (intersection) + predicted (union)"
"GLYR1","predicted (intersection) + predicted (union)"
"GM2A","predicted (intersection) + predicted (union)"
"GMFB","predicted (intersection) + predicted (union)"
"GMPS","predicted (intersection) + predicted (union)"
"GNA13","predicted (intersection) + predicted (union)"
"GNAI3","predicted (intersection) + predicted (union)"
"GNAQ","predicted (intersection) + predicted (union)"
"GNAT1","predicted (intersection) + predicted (union)"
"GNB4","predicted (intersection) + predicted (union)"
"GNB5","predicted (intersection) + predicted (union)"
"GNE","predicted (intersection) + predicted (union)"
"GNG12","predicted (intersection) + predicted (union)"
"GNG2","predicted (intersection) + predicted (union)"
"GNL3L","predicted (intersection) + predicted (union)"
"GNPDA1","predicted (intersection) + predicted (union)"
"GOLGA1","predicted (intersection) + predicted (union)"
"GOLGA6A","predicted (intersection) + predicted (union)"
"GOLGA6B","predicted (intersection) + predicted (union)"
"GOLGA6C","predicted (intersection) + predicted (union)"
"GOLGA6D","predicted (intersection) + predicted (union)"
"GOLGA6L4","predicted (intersection) + predicted (union)"
"GOLGA7","predicted (intersection) + predicted (union)"
"GOLGA8B","predicted (intersection) + predicted (union)"
"GOLGA8F","predicted (intersection) + predicted (union)"
"GOLGA8H","predicted (intersection) + predicted (union)"
"GOLGA8K","predicted (intersection) + predicted (union)"
"GOLGA8M","predicted (intersection) + predicted (union)"
"GOLGA8N","predicted (intersection) + predicted (union)"
"GOLGA8O","predicted (intersection) + predicted (union)"
"GOLGA8R","predicted (intersection) + predicted (union)"
"GOLIM4","predicted (intersection) + predicted (union)"
"GOLM1","predicted (intersection) + predicted (union)"
"GOLPH3L","predicted (intersection) + predicted (union)"
"GOLT1B","predicted (intersection) + predicted (union)"
"GOPC","predicted (intersection) + predicted (union)"
"GPATCH2L","predicted (intersection) + predicted (union)"
"GPC5","predicted (intersection) + predicted (union)"
"GPC6","predicted (intersection) + predicted (union)"
"GPKOW","predicted (intersection) + predicted (union)"
"GPM6A","predicted (intersection) + predicted (union)"
"GPM6B","predicted (intersection) + predicted (union)"
"GPN2","predicted (intersection) + predicted (union)"
"GPR107","predicted (intersection) + predicted (union)"
"GPR12","predicted (intersection) + predicted (union)"
"GPR135","predicted (intersection) + predicted (union)"
"GPR137B","predicted (intersection) + predicted (union)"
"GPR137C","predicted (intersection) + predicted (union)"
"GPR150","predicted (intersection) + predicted (union)"
"GPR158","predicted (intersection) + predicted (union)"
"GPR161","predicted (intersection) + predicted (union)"
"GPR173","predicted (intersection) + predicted (union)"
"GPR174","predicted (intersection) + predicted (union)"
"GPR180","predicted (intersection) + predicted (union)"
"GPR183","predicted (intersection) + predicted (union)"
"GPR20","predicted (intersection) + predicted (union)"
"GPR22","predicted (intersection) + predicted (union)"
"GPR26","predicted (intersection) + predicted (union)"
"GPR27","predicted (intersection) + predicted (union)"
"GPR37","predicted (intersection) + predicted (union)"
"GPR62","predicted (intersection) + predicted (union)"
"GPR63","predicted (intersection) + predicted (union)"
"GPR65","predicted (intersection) + predicted (union)"
"GPR75","predicted (intersection) + predicted (union)"
"GPR85","predicted (intersection) + predicted (union)"
"GPRASP1","predicted (intersection) + predicted (union)"
"GPRASP2","predicted (intersection) + predicted (union)"
"GPRIN3","predicted (intersection) + predicted (union)"
"GPX6","predicted (intersection) + predicted (union)"
"GRAMD1B","predicted (intersection) + predicted (union)"
"GRAP2","predicted (intersection) + predicted (union)"
"GREB1","predicted (intersection) + predicted (union)"
"GRID2","predicted (intersection) + predicted (union)"
"GRIN2A","predicted (intersection) + predicted (union)"
"GRIN2B","predicted (intersection) + predicted (union)"
"GRIN3A","predicted (intersection) + predicted (union)"
"GRK3","predicted (intersection) + predicted (union)"
"GRK5","predicted (intersection) + predicted (union)"
"GRSF1","predicted (intersection) + predicted (union)"
"GSE1","predicted (intersection) + predicted (union)"
"GSK3B","predicted (intersection) + predicted (union)"
"GSKIP","predicted (intersection) + predicted (union)"
"GSTA2","predicted (intersection) + predicted (union)"
"GSTCD","predicted (intersection) + predicted (union)"
"GSTK1","predicted (intersection) + predicted (union)"
"GTDC1","predicted (intersection) + predicted (union)"
"GTF2B","predicted (intersection) + predicted (union)"
"GTF2E1","predicted (intersection) + predicted (union)"
"GTF3C4","predicted (intersection) + predicted (union)"
"GTPBP10","predicted (intersection) + predicted (union)"
"GTPBP8","predicted (intersection) + predicted (union)"
"GUCY1A1","predicted (intersection) + predicted (union)"
"GUCY1A2","predicted (intersection) + predicted (union)"
"GUF1","predicted (intersection) + predicted (union)"
"GULP1","predicted (intersection) + predicted (union)"
"GXYLT1","predicted (intersection) + predicted (union)"
"GXYLT2","predicted (intersection) + predicted (union)"
"H2AFJ","predicted (intersection) + predicted (union)"
"H2AFV","predicted (intersection) + predicted (union)"
"HACD1","predicted (intersection) + predicted (union)"
"HACD4","predicted (intersection) + predicted (union)"
"HACE1","predicted (intersection) + predicted (union)"
"HAL","predicted (intersection) + predicted (union)"
"HARBI1","predicted (intersection) + predicted (union)"
"HAS2","predicted (intersection) + predicted (union)"
"HAUS2","predicted (intersection) + predicted (union)"
"HAUS3","predicted (intersection) + predicted (union)"
"HAVCR1","predicted (intersection) + predicted (union)"
"HBS1L","predicted (intersection) + predicted (union)"
"HCAR1","predicted (intersection) + predicted (union)"
"HCCS","predicted (intersection) + predicted (union)"
"HCFC2","predicted (intersection) + predicted (union)"
"HCN1","predicted (intersection) + predicted (union)"
"HDAC2","predicted (intersection) + predicted (union)"
"HDAC4","predicted (intersection) + predicted (union)"
"HDAC9","predicted (intersection) + predicted (union)"
"HDHD2","predicted (intersection) + predicted (union)"
"HDX","predicted (intersection) + predicted (union)"
"HEBP2","predicted (intersection) + predicted (union)"
"HECA","predicted (intersection) + predicted (union)"
"HECTD2","predicted (intersection) + predicted (union)"
"HEG1","predicted (intersection) + predicted (union)"
"HELZ","predicted (intersection) + predicted (union)"
"HEMK1","predicted (intersection) + predicted (union)"
"HEPACAM2","predicted (intersection) + predicted (union)"
"HERC3","predicted (intersection) + predicted (union)"
"HERC4","predicted (intersection) + predicted (union)"
"HERPUD2","predicted (intersection) + predicted (union)"
"HEY1","predicted (intersection) + predicted (union)"
"HEYL","predicted (intersection) + predicted (union)"
"HFE","predicted (intersection) + predicted (union)"
"HHIP","predicted (intersection) + predicted (union)"
"HIBCH","predicted (intersection) + predicted (union)"
"HIC2","predicted (intersection) + predicted (union)"
"HIF1AN","predicted (intersection) + predicted (union)"
"HIGD1A","predicted (intersection) + predicted (union)"
"HINT3","predicted (intersection) + predicted (union)"
"HIP1","predicted (intersection) + predicted (union)"
"HIPK1","predicted (intersection) + predicted (union)"
"HIPK2","predicted (intersection) + predicted (union)"
"HIPK3","predicted (intersection) + predicted (union)"
"HIST1H1C","predicted (intersection) + predicted (union)"
"HIST1H2AH","predicted (intersection) + predicted (union)"
"HIST1H2AI","predicted (intersection) + predicted (union)"
"HIST1H2BG","predicted (intersection) + predicted (union)"
"HIST1H3H","predicted (intersection) + predicted (union)"
"HIVEP3","predicted (intersection) + predicted (union)"
"HK2","predicted (intersection) + predicted (union)"
"HLA-DOA","predicted (intersection) + predicted (union)"
"HLA-DPA1","predicted (intersection) + predicted (union)"
"HLCS","predicted (intersection) + predicted (union)"
"HLF","predicted (intersection) + predicted (union)"
"HLTF","predicted (intersection) + predicted (union)"
"HMBOX1","predicted (intersection) + predicted (union)"
"HMGB1","predicted (intersection) + predicted (union)"
"HMGB3","predicted (intersection) + predicted (union)"
"HMGCLL1","predicted (intersection) + predicted (union)"
"HMGCR","predicted (intersection) + predicted (union)"
"HMGCS1","predicted (intersection) + predicted (union)"
"HMOX1","predicted (intersection) + predicted (union)"
"HMX1","predicted (intersection) + predicted (union)"
"HMX3","predicted (intersection) + predicted (union)"
"HNF4G","predicted (intersection) + predicted (union)"
"HNRNPA3","predicted (intersection) + predicted (union)"
"HNRNPD","predicted (intersection) + predicted (union)"
"HNRNPF","predicted (intersection) + predicted (union)"
"HNRNPH1","predicted (intersection) + predicted (union)"
"HNRNPH2","predicted (intersection) + predicted (union)"
"HNRNPH3","predicted (intersection) + predicted (union)"
"HNRNPK","predicted (intersection) + predicted (union)"
"HNRNPR","predicted (intersection) + predicted (union)"
"HNRNPU","predicted (intersection) + predicted (union)"
"HOMEZ","predicted (intersection) + predicted (union)"
"HOOK1","predicted (intersection) + predicted (union)"
"HOOK3","predicted (intersection) + predicted (union)"
"HOPX","predicted (intersection) + predicted (union)"
"HOXA5","predicted (intersection) + predicted (union)"
"HOXC13","predicted (intersection) + predicted (union)"
"HPF1","predicted (intersection) + predicted (union)"
"HPS5","predicted (intersection) + predicted (union)"
"HPSE","predicted (intersection) + predicted (union)"
"HRK","predicted (intersection) + predicted (union)"
"HS2ST1","predicted (intersection) + predicted (union)"
"HS3ST1","predicted (intersection) + predicted (union)"
"HS3ST3A1","predicted (intersection) + predicted (union)"
"HS3ST3B1","predicted (intersection) + predicted (union)"
"HS6ST2","predicted (intersection) + predicted (union)"
"HSD11B1","predicted (intersection) + predicted (union)"
"HSD17B12","predicted (intersection) + predicted (union)"
"HSF5","predicted (intersection) + predicted (union)"
"HSP90B1","predicted (intersection) + predicted (union)"
"HSPA12A","predicted (intersection) + predicted (union)"
"HSPA13","predicted (intersection) + predicted (union)"
"HSPA4L","predicted (intersection) + predicted (union)"
"HSPB3","predicted (intersection) + predicted (union)"
"HSPBAP1","predicted (intersection) + predicted (union)"
"HSPE1-MOB4","predicted (intersection) + predicted (union)"
"HSPH1","predicted (intersection) + predicted (union)"
"HTR1D","predicted (intersection) + predicted (union)"
"HTR1F","predicted (intersection) + predicted (union)"
"HTR2C","predicted (intersection) + predicted (union)"
"HTR5A-AS1","predicted (intersection) + predicted (union)"
"HUNK","predicted (intersection) + predicted (union)"
"HYKK","predicted (intersection) + predicted (union)"
"HYPK","predicted (intersection) + predicted (union)"
"IAH1","predicted (intersection) + predicted (union)"
"IARS2","predicted (intersection) + predicted (union)"
"ICA1L","predicted (intersection) + predicted (union)"
"ICE2","predicted (intersection) + predicted (union)"
"ICK","predicted (intersection) + predicted (union)"
"IDE","predicted (intersection) + predicted (union)"
"IDH1","predicted (intersection) + predicted (union)"
"IDS","predicted (intersection) + predicted (union)"
"IER5","predicted (intersection) + predicted (union)"
"IFI44L","predicted (intersection) + predicted (union)"
"IFIT2","predicted (intersection) + predicted (union)"
"IFIT5","predicted (intersection) + predicted (union)"
"IFNAR1","predicted (intersection) + predicted (union)"
"IFNGR2","predicted (intersection) + predicted (union)"
"IFRD2","predicted (intersection) + predicted (union)"
"IFT74","predicted (intersection) + predicted (union)"
"IGDCC4","predicted (intersection) + predicted (union)"
"IGF1","predicted (intersection) + predicted (union)"
"IGF2BP1","predicted (intersection) + predicted (union)"
"IGF2BP3","predicted (intersection) + predicted (union)"
"IGF2R","predicted (intersection) + predicted (union)"
"IGSF1","predicted (intersection) + predicted (union)"
"IGSF10","predicted (intersection) + predicted (union)"
"IGSF11","predicted (intersection) + predicted (union)"
"IGSF3","predicted (intersection) + predicted (union)"
"IKBIP","predicted (intersection) + predicted (union)"
"IL1RAP","predicted (intersection) + predicted (union)"
"IL1RAPL1","predicted (intersection) + predicted (union)"
"IL24","predicted (intersection) + predicted (union)"
"IL33","predicted (intersection) + predicted (union)"
"IL5","predicted (intersection) + predicted (union)"
"IL5RA","predicted (intersection) + predicted (union)"
"IL6ST","predicted (intersection) + predicted (union)"
"IMMP2L","predicted (intersection) + predicted (union)"
"IMP4","predicted (intersection) + predicted (union)"
"IMPA1","predicted (intersection) + predicted (union)"
"IMPACT","predicted (intersection) + predicted (union)"
"IMPAD1","predicted (intersection) + predicted (union)"
"IMPG1","predicted (intersection) + predicted (union)"
"INCENP","predicted (intersection) + predicted (union)"
"ING2","predicted (intersection) + predicted (union)"
"ING5","predicted (intersection) + predicted (union)"
"INHBA","predicted (intersection) + predicted (union)"
"INIP","predicted (intersection) + predicted (union)"
"INPP4A","predicted (intersection) + predicted (union)"
"INPP4B","predicted (intersection) + predicted (union)"
"INSM1","predicted (intersection) + predicted (union)"
"INSM2","predicted (intersection) + predicted (union)"
"INTS6","predicted (intersection) + predicted (union)"
"INTS6L","predicted (intersection) + predicted (union)"
"INTS7","predicted (intersection) + predicted (union)"
"INTS8","predicted (intersection) + predicted (union)"
"IP6K1","predicted (intersection) + predicted (union)"
"IPCEF1","predicted (intersection) + predicted (union)"
"IPMK","predicted (intersection) + predicted (union)"
"IPO11-LRRC70","predicted (intersection) + predicted (union)"
"IPO7","predicted (intersection) + predicted (union)"
"IPO8","predicted (intersection) + predicted (union)"
"IPO9","predicted (intersection) + predicted (union)"
"IQCB1","predicted (intersection) + predicted (union)"
"IQGAP1","predicted (intersection) + predicted (union)"
"IQSEC2","predicted (intersection) + predicted (union)"
"IQSEC3","predicted (intersection) + predicted (union)"
"IRAK1BP1","predicted (intersection) + predicted (union)"
"IRAK3","predicted (intersection) + predicted (union)"
"IRAK4","predicted (intersection) + predicted (union)"
"IREB2","predicted (intersection) + predicted (union)"
"IRF2BPL","predicted (intersection) + predicted (union)"
"IRF4","predicted (intersection) + predicted (union)"
"IRS2","predicted (intersection) + predicted (union)"
"IRS4","predicted (intersection) + predicted (union)"
"ISL2","predicted (intersection) + predicted (union)"
"IST1","predicted (intersection) + predicted (union)"
"ITGA1","predicted (intersection) + predicted (union)"
"ITGA10","predicted (intersection) + predicted (union)"
"ITGA2","predicted (intersection) + predicted (union)"
"ITGA9","predicted (intersection) + predicted (union)"
"ITGAE","predicted (intersection) + predicted (union)"
"ITGAV","predicted (intersection) + predicted (union)"
"ITGB3","predicted (intersection) + predicted (union)"
"ITIH6","predicted (intersection) + predicted (union)"
"ITM2B","predicted (intersection) + predicted (union)"
"ITPR1","predicted (intersection) + predicted (union)"
"ITPR2","predicted (intersection) + predicted (union)"
"ITPRID2","predicted (intersection) + predicted (union)"
"ITSN1","predicted (intersection) + predicted (union)"
"IVL","predicted (intersection) + predicted (union)"
"IWS1","predicted (intersection) + predicted (union)"
"IYD","predicted (intersection) + predicted (union)"
"JADE1","predicted (intersection) + predicted (union)"
"JAG2","predicted (intersection) + predicted (union)"
"JAK1","predicted (intersection) + predicted (union)"
"JAKMIP2","predicted (intersection) + predicted (union)"
"JAKMIP3","predicted (intersection) + predicted (union)"
"JAZF1","predicted (intersection) + predicted (union)"
"JCAD","predicted (intersection) + predicted (union)"
"JMJD6","predicted (intersection) + predicted (union)"
"KALRN","predicted (intersection) + predicted (union)"
"KANK1","predicted (intersection) + predicted (union)"
"KANK2","predicted (intersection) + predicted (union)"
"KAT2B","predicted (intersection) + predicted (union)"
"KAT6A","predicted (intersection) + predicted (union)"
"KAT7","predicted (intersection) + predicted (union)"
"KATNAL1","predicted (intersection) + predicted (union)"
"KATNBL1","predicted (intersection) + predicted (union)"
"KAZN","predicted (intersection) + predicted (union)"
"KBTBD11","predicted (intersection) + predicted (union)"
"KBTBD3","predicted (intersection) + predicted (union)"
"KBTBD6","predicted (intersection) + predicted (union)"
"KBTBD7","predicted (intersection) + predicted (union)"
"KCMF1","predicted (intersection) + predicted (union)"
"KCNA3","predicted (intersection) + predicted (union)"
"KCNA6","predicted (intersection) + predicted (union)"
"KCNB1","predicted (intersection) + predicted (union)"
"KCNC1","predicted (intersection) + predicted (union)"
"KCNC2","predicted (intersection) + predicted (union)"
"KCND2","predicted (intersection) + predicted (union)"
"KCND3","predicted (intersection) + predicted (union)"
"KCNE1","predicted (intersection) + predicted (union)"
"KCNH5","predicted (intersection) + predicted (union)"
"KCNJ15","predicted (intersection) + predicted (union)"
"KCNJ2","predicted (intersection) + predicted (union)"
"KCNJ3","predicted (intersection) + predicted (union)"
"KCNJ5","predicted (intersection) + predicted (union)"
"KCNJ6","predicted (intersection) + predicted (union)"
"KCNK1","predicted (intersection) + predicted (union)"
"KCNK10","predicted (intersection) + predicted (union)"
"KCNK2","predicted (intersection) + predicted (union)"
"KCNK5","predicted (intersection) + predicted (union)"
"KCNMA1","predicted (intersection) + predicted (union)"
"KCNMB1","predicted (intersection) + predicted (union)"
"KCNN3","predicted (intersection) + predicted (union)"
"KCNQ3","predicted (intersection) + predicted (union)"
"KCNQ5","predicted (intersection) + predicted (union)"
"KCTD12","predicted (intersection) + predicted (union)"
"KCTD15","predicted (intersection) + predicted (union)"
"KCTD16","predicted (intersection) + predicted (union)"
"KCTD18","predicted (intersection) + predicted (union)"
"KCTD2","predicted (intersection) + predicted (union)"
"KCTD8","predicted (intersection) + predicted (union)"
"KDM3B","predicted (intersection) + predicted (union)"
"KDM4A","predicted (intersection) + predicted (union)"
"KDM4C","predicted (intersection) + predicted (union)"
"KDM4D","predicted (intersection) + predicted (union)"
"KDM5A","predicted (intersection) + predicted (union)"
"KDM5B","predicted (intersection) + predicted (union)"
"KDM7A","predicted (intersection) + predicted (union)"
"KDR","predicted (intersection) + predicted (union)"
"KHDC4","predicted (intersection) + predicted (union)"
"KHDRBS1","predicted (intersection) + predicted (union)"
"KIAA0040","predicted (intersection) + predicted (union)"
"KIAA0087","predicted (intersection) + predicted (union)"
"KIAA0319","predicted (intersection) + predicted (union)"
"KIAA0355","predicted (intersection) + predicted (union)"
"KIAA0408","predicted (intersection) + predicted (union)"
"KIAA0586","predicted (intersection) + predicted (union)"
"KIAA0825","predicted (intersection) + predicted (union)"
"KIAA0895","predicted (intersection) + predicted (union)"
"KIAA0930","predicted (intersection) + predicted (union)"
"KIAA1211","predicted (intersection) + predicted (union)"
"KIAA1257","predicted (intersection) + predicted (union)"
"KIAA1841","predicted (intersection) + predicted (union)"
"KIAA1958","predicted (intersection) + predicted (union)"
"KIDINS220","predicted (intersection) + predicted (union)"
"KIF11","predicted (intersection) + predicted (union)"
"KIF14","predicted (intersection) + predicted (union)"
"KIF1B","predicted (intersection) + predicted (union)"
"KIF1C","predicted (intersection) + predicted (union)"
"KIF21A","predicted (intersection) + predicted (union)"
"KIF21B","predicted (intersection) + predicted (union)"
"KIF24","predicted (intersection) + predicted (union)"
"KIF27","predicted (intersection) + predicted (union)"
"KIF3A","predicted (intersection) + predicted (union)"
"KIF6","predicted (intersection) + predicted (union)"
"KLF10","predicted (intersection) + predicted (union)"
"KLF12","predicted (intersection) + predicted (union)"
"KLF17","predicted (intersection) + predicted (union)"
"KLF3","predicted (intersection) + predicted (union)"
"KLF4","predicted (intersection) + predicted (union)"
"KLF6","predicted (intersection) + predicted (union)"
"KLF8","predicted (intersection) + predicted (union)"
"KLF9","predicted (intersection) + predicted (union)"
"KLHDC1","predicted (intersection) + predicted (union)"
"KLHL11","predicted (intersection) + predicted (union)"
"KLHL14","predicted (intersection) + predicted (union)"
"KLHL15","predicted (intersection) + predicted (union)"
"KLHL23","predicted (intersection) + predicted (union)"
"KLHL29","predicted (intersection) + predicted (union)"
"KLHL3","predicted (intersection) + predicted (union)"
"KLHL31","predicted (intersection) + predicted (union)"
"KLHL5","predicted (intersection) + predicted (union)"
"KLHL6","predicted (intersection) + predicted (union)"
"KLHL7","predicted (intersection) + predicted (union)"
"KLHL8","predicted (intersection) + predicted (union)"
"KLHL9","predicted (intersection) + predicted (union)"
"KLK7","predicted (intersection) + predicted (union)"
"KLRC4","predicted (intersection) + predicted (union)"
"KLRD1","predicted (intersection) + predicted (union)"
"KLRF1","predicted (intersection) + predicted (union)"
"KMT2C","predicted (intersection) + predicted (union)"
"KMT5B","predicted (intersection) + predicted (union)"
"KNSTRN","predicted (intersection) + predicted (union)"
"KPNA3","predicted (intersection) + predicted (union)"
"KPNA4","predicted (intersection) + predicted (union)"
"KPNA5","predicted (intersection) + predicted (union)"
"KPNA6","predicted (intersection) + predicted (union)"
"KRBOX4","predicted (intersection) + predicted (union)"
"KRR1","predicted (intersection) + predicted (union)"
"KRT12","predicted (intersection) + predicted (union)"
"KRT222","predicted (intersection) + predicted (union)"
"KRT80","predicted (intersection) + predicted (union)"
"KRTAP3-2","predicted (intersection) + predicted (union)"
"KRTAP5-6","predicted (intersection) + predicted (union)"
"KSR1","predicted (intersection) + predicted (union)"
"KYNU","predicted (intersection) + predicted (union)"
"LACC1","predicted (intersection) + predicted (union)"
"LACTB2-AS1","predicted (intersection) + predicted (union)"
"LAMA1","predicted (intersection) + predicted (union)"
"LAMA4","predicted (intersection) + predicted (union)"
"LAMC1","predicted (intersection) + predicted (union)"
"LAMP2","predicted (intersection) + predicted (union)"
"LAMTOR3","predicted (intersection) + predicted (union)"
"LANCL3","predicted (intersection) + predicted (union)"
"LARP1B","predicted (intersection) + predicted (union)"
"LATS1","predicted (intersection) + predicted (union)"
"LATS2","predicted (intersection) + predicted (union)"
"LAYN","predicted (intersection) + predicted (union)"
"LBHD1","predicted (intersection) + predicted (union)"
"LBR","predicted (intersection) + predicted (union)"
"LCA5","predicted (intersection) + predicted (union)"
"LCLAT1","predicted (intersection) + predicted (union)"
"LCOR","predicted (intersection) + predicted (union)"
"LCORL","predicted (intersection) + predicted (union)"
"LDB3","predicted (intersection) + predicted (union)"
