"Target","Evidence"
"FAM126B","predicted (union)"
"FAM133B","predicted (union)"
"FAM136A","predicted (union)"
"FAM149B1","predicted (union)"
"FAM151B","predicted (union)"
"FAM160A1","predicted (intersection) + predicted (union)"
"FAM160B1","predicted (union)"
"FAM160B2","predicted (union)"
"FAM162B","predicted (union)"
"FAM167A","predicted (union)"
"FAM168B","predicted (union)"
"FAM169A","predicted (union)"
"FAM171B","predicted (intersection) + predicted (union)"
"FAM172A","predicted (union)"
"FAM174B","predicted (union)"
"FAM177A1","predicted (union)"
"FAM180A","predicted (union)"
"FAM185A","predicted (union)"
"FAM186B","predicted (union)"
"FAM192A","predicted (union)"
"FAM193A","predicted (intersection) + predicted (union)"
"FAM199X","predicted (intersection) + predicted (union)"
"FAM204A","predicted (union)"
"FAM207A","predicted (union)"
"FAM20B","predicted (intersection) + predicted (union)"
"FAM216B","predicted (union)"
"FAM217A","predicted (union)"
"FAM217B","predicted (union)"
"FAM219A","predicted (union)"
"FAM219B","predicted (union)"
"FAM221B","predicted (union)"
"FAM222B","predicted (union)"
"FAM227A","predicted (union)"
"FAM229B","predicted (intersection) + predicted (union)"
"FAM230E","predicted (intersection) + predicted (union)"
"FAM234B","predicted (union)"
"FAM241A","predicted (union)"
"FAM24B","predicted (union)"
"FAM32A","predicted (intersection) + predicted (union)"
"FAM49A","predicted (union)"
"FAM49B","predicted (intersection) + predicted (union)"
"FAM53C","predicted (union)"
"FAM71F1","predicted (union)"
"FAM76B","predicted (union)"
"FAM78B","predicted (union)"
"FAM83B","predicted (union)"
"FAM83F","predicted (intersection) + predicted (union)"
"FAM89A","predicted (intersection) + predicted (union)"
"FAM8A1","predicted (union)"
"FAM91A1","predicted (union)"
"FAM98A","predicted (union)"
"FAM98B","predicted (union)"
"FAM9C","predicted (intersection) + predicted (union)"
"FANCA","predicted (union)"
"FANCB","predicted (intersection) + predicted (union)"
"FANCE","predicted (union)"
"FANCM","predicted (intersection) + predicted (union)"
"FAR1","predicted (union)"
"FAR2","predicted (intersection) + predicted (union)"
"FARP1","predicted (union)"
"FARSB","predicted (intersection) + predicted (union)"
"FAS","predicted (intersection) + predicted (union)"
"FASTKD1","predicted (union)"
"FASTKD2","predicted (intersection) + predicted (union)"
"FAXC","predicted (intersection) + predicted (union)"
"FBLIM1","predicted (union)"
"FBLN7","predicted (intersection) + predicted (union)"
"FBN1","predicted (union)"
"FBP1","predicted (union)"
"FBXL14","predicted (union)"
"FBXL20","predicted (intersection) + predicted (union)"
"FBXL3","predicted (union)"
"FBXL4","predicted (intersection) + predicted (union)"
"FBXO22","predicted (union)"
"FBXO28","predicted (intersection) + predicted (union)"
"FBXO3","predicted (union)"
"FBXO30","predicted (union)"
"FBXO32","predicted (intersection) + predicted (union)"
"FBXO34","predicted (union)"
"FBXO41","predicted (intersection) + predicted (union)"
"FBXO42","predicted (union)"
"FBXO45","predicted (intersection) + predicted (union)"
"FBXO47","predicted (union)"
"FBXO9","predicted (union)"
"FBXW2","predicted (intersection) + predicted (union)"
"FBXW7","predicted (union)"
"FBXW8","predicted (union)"
"FCAR","predicted (union)"
"FCHO2","experimental (all) + predicted (intersection) + predicted (union)"
"FCHSD1","predicted (union)"
"FCRL1","predicted (intersection) + predicted (union)"
"FCRL3","predicted (union)"
"FDX1","predicted (intersection) + predicted (union)"
"FECH","predicted (union)"
"FEM1A","predicted (intersection) + predicted (union)"
"FEM1C","predicted (union)"
"FEN1","predicted (intersection) + predicted (union)"
"FER","predicted (intersection) + predicted (union)"
"FERMT1","predicted (union)"
"FGA","predicted (union)"
"FGD4","predicted (intersection) + predicted (union)"
"FGD5","predicted (intersection) + predicted (union)"
"FGF1","predicted (union)"
"FGF10","predicted (union)"
"FGF12","predicted (union)"
"FGF13","predicted (intersection) + predicted (union)"
"FGF2","predicted (union)"
"FGF4","predicted (intersection) + predicted (union)"
"FGF5","predicted (union)"
"FGF9","predicted (union)"
"FGFR1","predicted (intersection) + predicted (union)"
"FGFR1OP","predicted (intersection) + predicted (union)"
"FGG","predicted (union)"
"FGL2","predicted (intersection) + predicted (union)"
"FH","predicted (union)"
"FHAD1","predicted (union)"
"FHDC1","predicted (union)"
"FHL2","predicted (intersection) + predicted (union)"
"FHL5","predicted (intersection) + predicted (union)"
"FIGN","predicted (intersection) + predicted (union)"
"FIGNL1","predicted (union)"
"FILIP1","predicted (intersection) + predicted (union)"
"FITM2","predicted (intersection) + predicted (union)"
"FJX1","predicted (union)"
"FKBP14","predicted (union)"
"FKBP4","predicted (union)"
"FKBP5","predicted (intersection) + predicted (union)"
"FKBP7","predicted (union)"
"FKTN","predicted (union)"
"FLG2","predicted (intersection) + predicted (union)"
"FLI1","predicted (intersection) + predicted (union)"
"FLRT2","predicted (intersection) + predicted (union)"
"FLRT3","predicted (intersection) + predicted (union)"
"FLT1","predicted (intersection) + predicted (union)"
"FLT3","predicted (union)"
"FLVCR1","predicted (intersection) + predicted (union)"
"FLVCR2","predicted (intersection) + predicted (union)"
"FMC1-LUC7L2","predicted (intersection) + predicted (union)"
"FMN1","predicted (intersection) + predicted (union)"
"FMNL3","predicted (union)"
"FMO5","predicted (union)"
"FMR1","predicted (union)"
"FN1","predicted (union)"
"FNBP1","predicted (intersection) + predicted (union)"
"FNBP1L","predicted (intersection) + predicted (union)"
"FNDC10","predicted (union)"
"FNDC3B","predicted (union)"
"FNDC5","predicted (intersection) + predicted (union)"
"FNIP1","predicted (union)"
"FNIP2","predicted (intersection) + predicted (union)"
"FOCAD","predicted (intersection) + predicted (union)"
"FOS","predicted (union)"
"FOSL2","predicted (intersection) + predicted (union)"
"FOXA1","predicted (union)"
"FOXB1","predicted (union)"
"FOXC1","experimental (all) + predicted (intersection) + predicted (union)"
"FOXD3","predicted (intersection) + predicted (union)"
"FOXD4L4","predicted (union)"
"FOXD4L5","predicted (union)"
"FOXE1","predicted (intersection) + predicted (union)"
"FOXL1","predicted (union)"
"FOXN1","predicted (union)"
"FOXN2","predicted (intersection) + predicted (union)"
"FOXN3","predicted (union)"
"FOXO1","predicted (union)"
"FOXP1","predicted (intersection) + predicted (union)"
"FOXP2","predicted (union)"
"FOXP4","predicted (union)"
"FOXRED2","predicted (union)"
"FPR2","predicted (union)"
"FRA10AC1","predicted (intersection) + predicted (union)"
"FREM2","predicted (union)"
"FREM3","predicted (union)"
"FRK","predicted (intersection) + predicted (union)"
"FRMD4B","predicted (union)"
"FRMD6","predicted (intersection) + predicted (union)"
"FRMPD4","predicted (intersection) + predicted (union)"
"FRRS1","predicted (union)"
"FRRS1L","predicted (intersection) + predicted (union)"
"FRS2","predicted (intersection) + predicted (union)"
"FSBP","predicted (union)"
"FSD1L","predicted (intersection) + predicted (union)"
"FSD2","predicted (union)"
"FSIP1","predicted (union)"
"FST","predicted (union)"
"FSTL1","predicted (intersection) + predicted (union)"
"FSTL4","predicted (intersection) + predicted (union)"
"FTO","predicted (union)"
"FUBP1","predicted (intersection) + predicted (union)"
"FUNDC1","predicted (union)"
"FUNDC2","predicted (union)"
"FURIN","predicted (intersection) + predicted (union)"
"FUS","predicted (intersection) + predicted (union)"
"FUT10","predicted (intersection) + predicted (union)"
"FUT11","predicted (intersection) + predicted (union)"
"FUT4","predicted (union)"
"FUT9","predicted (intersection) + predicted (union)"
"FXN","predicted (intersection) + predicted (union)"
"FXR1","predicted (intersection) + predicted (union)"
"FXYD3","predicted (union)"
"FXYD5","predicted (intersection) + predicted (union)"
"FYB1","predicted (union)"
"FYB2","predicted (union)"
"FYTTD1","predicted (union)"
"FZD1","predicted (intersection) + predicted (union)"
"FZD10","predicted (union)"
"FZD3","predicted (intersection) + predicted (union)"
"FZD4","predicted (intersection) + predicted (union)"
"FZD5","predicted (union)"
"FZD6","predicted (union)"
"FZD8","predicted (intersection) + predicted (union)"
"G2E3","predicted (union)"
"G3BP1","predicted (intersection) + predicted (union)"
"G3BP2","predicted (union)"
"G6PC","predicted (union)"
"GAA","predicted (union)"
"GAB1","predicted (intersection) + predicted (union)"
"GAB2","predicted (union)"
"GABARAP","predicted (union)"
"GABBR1","predicted (union)"
"GABBR2","predicted (union)"
"GABPA","predicted (intersection) + predicted (union)"
"GABPB1","predicted (union)"
"GABPB2","predicted (union)"
"GABRA4","predicted (intersection) + predicted (union)"
"GABRB1","predicted (union)"
"GABRB3","predicted (union)"
"GABRE","predicted (union)"
"GABRG1","predicted (intersection) + predicted (union)"
"GABRP","predicted (union)"
"GABRR2","predicted (intersection) + predicted (union)"
"GAD1","predicted (union)"
"GAD2","predicted (intersection) + predicted (union)"
"GADD45GIP1","predicted (union)"
"GADL1","predicted (union)"
"GAGE1","predicted (union)"
"GAL","predicted (union)"
"GALC","predicted (union)"
"GALNT1","predicted (intersection) + predicted (union)"
"GALNT12","predicted (intersection) + predicted (union)"
"GALNT15","predicted (intersection) + predicted (union)"
"GALNT17","predicted (union)"
"GALNT2","predicted (intersection) + predicted (union)"
"GALNT4","predicted (union)"
"GALNT5","predicted (intersection) + predicted (union)"
"GALNT7","predicted (union)"
"GALNT9","predicted (union)"
"GALNTL6","predicted (union)"
"GALP","predicted (union)"
"GANAB","predicted (union)"
"GANC","predicted (union)"
"GAPVD1","predicted (union)"
"GAR1","predicted (union)"
"GAREM1","predicted (union)"
"GAREM2","predicted (union)"
"GART","predicted (union)"
"GAS2L3","predicted (union)"
"GAS7","predicted (intersection) + predicted (union)"
"GAS8","predicted (union)"
"GASK1A","predicted (union)"
"GASK1B","predicted (union)"
"GATA6","predicted (intersection) + predicted (union)"
"GATAD1","predicted (union)"
"GATAD2B","predicted (intersection) + predicted (union)"
"GATM","predicted (union)"
"GBE1","predicted (union)"
"GBP2","predicted (union)"
"GBP4","predicted (intersection) + predicted (union)"
"GBP6","predicted (intersection) + predicted (union)"
"GBX1","predicted (union)"
"GBX2","predicted (union)"
"GCA","predicted (union)"
"GCAT","predicted (union)"
"GCC1","predicted (union)"
"GCK","predicted (union)"
"GCNA","predicted (union)"
"GCOM1","predicted (union)"
"GDA","predicted (intersection) + predicted (union)"
"GDAP1","predicted (intersection) + predicted (union)"
"GDAP2","predicted (union)"
"GDE1","predicted (union)"
"GDF7","predicted (intersection) + predicted (union)"
"GDI2","predicted (union)"
"GDPD1","predicted (intersection) + predicted (union)"
"GDPGP1","predicted (intersection) + predicted (union)"
"GEM","predicted (union)"
"GEMIN4","predicted (intersection) + predicted (union)"
"GEMIN6","predicted (intersection) + predicted (union)"
"GEMIN7","predicted (union)"
"GEN1","predicted (union)"
"GFAP","predicted (union)"
"GFI1","predicted (union)"
"GFM2","predicted (union)"
"GFOD1","predicted (intersection) + predicted (union)"
"GFPT1","predicted (union)"
"GFRA1","predicted (intersection) + predicted (union)"
"GGA2","predicted (union)"
"GGA3","predicted (union)"
"GGCX","predicted (intersection) + predicted (union)"
"GHR","predicted (union)"
"GID8","predicted (union)"
"GIGYF1","predicted (intersection) + predicted (union)"
"GIMAP6","predicted (union)"
"GIMAP8","predicted (intersection) + predicted (union)"
"GIN1","predicted (union)"
"GINM1","predicted (union)"
"GINS1","predicted (union)"
"GINS2","predicted (intersection) + predicted (union)"
"GINS3","predicted (union)"
"GINS4","predicted (union)"
"GIPC2","predicted (union)"
"GIPC3","predicted (intersection) + predicted (union)"
"GJA3","predicted (intersection) + predicted (union)"
"GJB4","predicted (union)"
"GJC1","predicted (intersection) + predicted (union)"
"GJD2","predicted (union)"
"GJD3","predicted (union)"
"GK","predicted (union)"
"GK5","predicted (intersection) + predicted (union)"
"GLA","predicted (union)"
"GLB1L3","predicted (union)"
"GLCCI1","predicted (intersection) + predicted (union)"
"GLDN","predicted (intersection) + predicted (union)"
"GLE1","predicted (union)"
"GLG1","predicted (union)"
"GLIPR1","predicted (union)"
"GLIPR1L1","predicted (union)"
"GLIPR1L2","predicted (union)"
"GLIPR2","predicted (union)"
"GLP2R","predicted (union)"
"GLRA3","predicted (union)"
"GLRX","predicted (intersection) + predicted (union)"
"GLRX2","predicted (intersection) + predicted (union)"
"GLRX3","predicted (intersection) + predicted (union)"
"GLS","predicted (intersection) + predicted (union)"
"GLTP","predicted (union)"
"GLUL","predicted (intersection) + predicted (union)"
"GLYAT","predicted (intersection) + predicted (union)"
"GLYATL3","predicted (union)"
"GM2A","predicted (intersection) + predicted (union)"
"GMCL1","predicted (intersection) + predicted (union)"
"GMNC","predicted (intersection) + predicted (union)"
"GMPR","predicted (union)"
"GMPS","predicted (union)"
"GNA12","predicted (union)"
"GNA13","predicted (union)"
"GNA14","predicted (union)"
"GNAI3","predicted (union)"
"GNAL","predicted (union)"
"GNAQ","predicted (union)"
"GNAT1","predicted (union)"
"GNB1","predicted (union)"
"GNB4","predicted (union)"
"GNB5","predicted (intersection) + predicted (union)"
"GNE","predicted (union)"
"GNG10","predicted (intersection) + predicted (union)"
"GNG12","predicted (intersection) + predicted (union)"
"GNG2","predicted (intersection) + predicted (union)"
"GNG4","predicted (union)"
"GNL1","predicted (union)"
"GNPDA2","predicted (union)"
"GNPNAT1","predicted (union)"
"GNRHR","predicted (intersection) + predicted (union)"
"GOLGA6A","predicted (union)"
"GOLGA6B","predicted (union)"
"GOLGA6C","predicted (union)"
"GOLGA6D","predicted (union)"
"GOLGA6L4","predicted (union)"
"GOLGA7","predicted (union)"
"GOLGA7B","predicted (intersection) + predicted (union)"
"GOLM1","predicted (union)"
"GOPC","predicted (intersection) + predicted (union)"
"GORAB","predicted (union)"
"GOSR1","predicted (union)"
"GOT1","predicted (union)"
"GP6","predicted (union)"
"GPAM","predicted (union)"
"GPATCH11","predicted (intersection) + predicted (union)"
"GPATCH2","predicted (intersection) + predicted (union)"
"GPATCH2L","predicted (union)"
"GPBP1L1","predicted (union)"
"GPC2","predicted (union)"
"GPC4","predicted (union)"
"GPC5","predicted (union)"
"GPC6","predicted (union)"
"GPCPD1","predicted (intersection) + predicted (union)"
"GPD1L","predicted (union)"
"GPD2","predicted (union)"
"GPHA2","predicted (intersection) + predicted (union)"
"GPM6A","predicted (union)"
"GPM6B","predicted (intersection) + predicted (union)"
"GPN2","predicted (union)"
"GPNMB","predicted (union)"
"GPR107","predicted (intersection) + predicted (union)"
"GPR141","predicted (union)"
"GPR15","predicted (intersection) + predicted (union)"
"GPR156","predicted (union)"
"GPR157","predicted (intersection) + predicted (union)"
"GPR160","predicted (intersection) + predicted (union)"
"GPR161","predicted (union)"
"GPR173","predicted (intersection) + predicted (union)"
"GPR174","predicted (union)"
"GPR180","predicted (union)"
"GPR20","predicted (union)"
"GPR22","predicted (intersection) + predicted (union)"
"GPR26","predicted (union)"
"GPR27","predicted (intersection) + predicted (union)"
"GPR34","predicted (union)"
"GPR37","predicted (union)"
"GPR37L1","predicted (union)"
"GPR39","predicted (intersection) + predicted (union)"
"GPR63","predicted (union)"
"GPR65","predicted (union)"
"GPR75","predicted (union)"
"GPR85","predicted (intersection) + predicted (union)"
"GPRC5A","predicted (intersection) + predicted (union)"
"GPRC5B","predicted (union)"
"GPRIN2","predicted (intersection) + predicted (union)"
"GPRIN3","predicted (intersection) + predicted (union)"
"GPSM2","predicted (union)"
"GPT2","predicted (union)"
"GPX6","predicted (union)"
"GPX8","predicted (union)"
"GRAMD1B","predicted (intersection) + predicted (union)"
"GRAMD1C","predicted (union)"
"GRAMD2A","predicted (union)"
"GRAMD2B","predicted (union)"
"GRAP2","predicted (union)"
"GRHL1","experimental (all) + predicted (union)"
"GRHL3","predicted (intersection) + predicted (union)"
"GRIA1","predicted (intersection) + predicted (union)"
"GRIA4","predicted (union)"
"GRID2","predicted (intersection) + predicted (union)"
"GRIK2","predicted (union)"
"GRIN2A","predicted (union)"
"GRIN2B","predicted (intersection) + predicted (union)"
"GRIN3A","predicted (union)"
"GRIP1","predicted (union)"
"GRK1","predicted (union)"
"GRK3","predicted (intersection) + predicted (union)"
"GRK5","predicted (intersection) + predicted (union)"
"GRM1","predicted (intersection) + predicted (union)"
"GRM6","predicted (intersection) + predicted (union)"
"GRPEL1","predicted (union)"
"GRPEL2","experimental (all) + predicted (union)"
"GRSF1","predicted (intersection) + predicted (union)"
"GRWD1","predicted (union)"
"GSC2","predicted (union)"
"GSK3A","predicted (union)"
"GSK3B","predicted (union)"
"GSPT1","predicted (union)"
"GSTO2","predicted (union)"
"GTDC1","predicted (intersection) + predicted (union)"
"GTF2A1","predicted (union)"
"GTF2B","predicted (union)"
"GTF2E1","predicted (union)"
"GTF2E2","predicted (union)"
"GTF2F1","predicted (union)"
"GTF2F2","predicted (union)"
"GTF2H1","predicted (union)"
"GTF2H2","predicted (intersection) + predicted (union)"
"GTF2H2C","predicted (intersection) + predicted (union)"
"GTF2H5","predicted (union)"
"GTF3C3","predicted (union)"
"GTF3C4","predicted (intersection) + predicted (union)"
"GTPBP10","predicted (intersection) + predicted (union)"
"GTPBP8","predicted (union)"
"GUCY1A2","predicted (intersection) + predicted (union)"
"GUCY2C","predicted (union)"
"GUF1","predicted (union)"
"GULP1","predicted (union)"
"GVQW3","predicted (union)"
"GXYLT1","predicted (intersection) + predicted (union)"
"GXYLT2","predicted (intersection) + predicted (union)"
"GYG1","predicted (union)"
"GYPA","predicted (intersection) + predicted (union)"
"GYPE","predicted (intersection) + predicted (union)"
"GYS2","predicted (union)"
"H2AFJ","predicted (union)"
"H2AFX","predicted (union)"
"H2BFM","predicted (intersection) + predicted (union)"
"H3F3B","predicted (union)"
"H3F3C","predicted (union)"
"H6PD","predicted (intersection) + predicted (union)"
"HACD4","predicted (union)"
"HACE1","predicted (union)"
"HAPLN1","predicted (intersection) + predicted (union)"
"HAPLN4","predicted (intersection) + predicted (union)"
"HAS2","predicted (union)"
"HAS3","predicted (intersection) + predicted (union)"
"HAUS2","predicted (union)"
"HAUS3","predicted (union)"
"HAUS6","predicted (intersection) + predicted (union)"
"HAVCR1","predicted (union)"
"HBP1","predicted (union)"
"HBS1L","predicted (union)"
"HCAR3","predicted (union)"
"HCFC2","predicted (intersection) + predicted (union)"
"HCG27","predicted (union)"
"HCN1","predicted (intersection) + predicted (union)"
"HCN4","predicted (intersection) + predicted (union)"
"HDAC2","predicted (intersection) + predicted (union)"
"HDAC4","predicted (union)"
"HDAC5","predicted (union)"
"HDAC8","predicted (union)"
"HDAC9","predicted (union)"
"HDGFL1","predicted (union)"
"HDGFL3","predicted (intersection) + predicted (union)"
"HDLBP","predicted (union)"
"HEATR1","predicted (union)"
"HEATR3","predicted (union)"
"HEATR6","predicted (union)"
"HEBP2","predicted (union)"
"HECA","predicted (union)"
"HECTD1","predicted (union)"
"HECTD2","predicted (union)"
"HECW1","predicted (union)"
"HECW2","predicted (union)"
"HEG1","predicted (intersection) + predicted (union)"
"HELLS","predicted (intersection) + predicted (union)"
"HELZ","predicted (union)"
"HEMK1","predicted (intersection) + predicted (union)"
"HEPH","predicted (intersection) + predicted (union)"
"HEPHL1","predicted (intersection) + predicted (union)"
"HERC3","predicted (union)"
"HERC4","predicted (union)"
"HERC5","predicted (intersection) + predicted (union)"
"HERPUD2","predicted (union)"
"HES2","predicted (intersection) + predicted (union)"
"HES7","predicted (union)"
"HEXB","predicted (union)"
"HEXIM1","predicted (union)"
"HEY2","predicted (intersection) + predicted (union)"
"HEYL","predicted (intersection) + predicted (union)"
"HGF","predicted (union)"
"HGSNAT","predicted (intersection) + predicted (union)"
"HHIP","experimental (all) + predicted (union)"
"HHLA2","predicted (intersection) + predicted (union)"
"HIC2","predicted (union)"
"HIF1A","predicted (intersection) + predicted (union)"
"HIF1AN","predicted (union)"
"HIGD1A","predicted (union)"
"HIKESHI","predicted (union)"
"HINT3","predicted (union)"
"HIP1","predicted (intersection) + predicted (union)"
"HIPK1","predicted (union)"
"HIPK2","predicted (intersection) + predicted (union)"
"HIPK3","predicted (union)"
"HIST1H2AG","predicted (union)"
"HIST1H2AH","predicted (intersection) + predicted (union)"
"HIST1H3H","predicted (union)"
"HIST2H2BE","predicted (union)"
"HIVEP3","predicted (intersection) + predicted (union)"
"HJURP","predicted (intersection) + predicted (union)"
"HK2","predicted (union)"
"HLA-DOB","predicted (union)"
"HLA-E","predicted (union)"
"HLF","predicted (union)"
"HLTF","predicted (union)"
"HM13","predicted (union)"
"HMBOX1","predicted (union)"
"HMGA2","predicted (intersection) + predicted (union)"
"HMGB1","predicted (intersection) + predicted (union)"
"HMGB2","predicted (intersection) + predicted (union)"
"HMGB3","predicted (union)"
"HMGCLL1","predicted (union)"
"HMGCS1","predicted (intersection) + predicted (union)"
"HMGCS2","predicted (union)"
"HMGN1","predicted (union)"
"HMGN2","predicted (union)"
"HMGN3","predicted (intersection) + predicted (union)"
"HMGXB4","predicted (union)"
"HMX1","predicted (union)"
"HNF4A","predicted (union)"
"HNF4G","predicted (union)"
"HNMT","predicted (union)"
"HNRNPA0","predicted (intersection) + predicted (union)"
"HNRNPA1","predicted (union)"
"HNRNPA2B1","predicted (intersection) + predicted (union)"
"HNRNPA3","predicted (union)"
"HNRNPC","predicted (intersection) + predicted (union)"
"HNRNPD","predicted (union)"
"HNRNPH2","predicted (union)"
"HNRNPH3","predicted (union)"
"HNRNPK","predicted (union)"
"HNRNPLL","predicted (intersection) + predicted (union)"
"HNRNPR","predicted (intersection) + predicted (union)"
"HNRNPU","predicted (intersection) + predicted (union)"
"HOOK1","predicted (intersection) + predicted (union)"
"HOOK3","predicted (intersection) + predicted (union)"
"HOXA10","predicted (intersection) + predicted (union)"
"HOXA11","predicted (union)"
"HOXA13","predicted (union)"
"HOXA2","predicted (union)"
"HOXA9","predicted (union)"
"HOXB7","predicted (union)"
"HOXC10","predicted (union)"
"HOXC11","predicted (union)"
"HOXD10","predicted (union)"
"HOXD4","predicted (union)"
"HPDL","predicted (intersection) + predicted (union)"
"HPGD","predicted (intersection) + predicted (union)"
"HPGDS","predicted (union)"
"HPR","predicted (union)"
"HPS6","predicted (union)"
"HPX","predicted (intersection) + predicted (union)"
"HRH1","predicted (union)"
"HRH2","predicted (union)"
"HRH4","predicted (intersection) + predicted (union)"
"HS1BP3","predicted (union)"
"HS2ST1","predicted (union)"
"HS3ST1","predicted (intersection) + predicted (union)"
"HS3ST3A1","predicted (union)"
"HS3ST3B1","predicted (union)"
"HS3ST5","predicted (union)"
"HS6ST3","predicted (union)"
"HSBP1","predicted (intersection) + predicted (union)"
"HSD11B1","predicted (union)"
"HSD17B1","predicted (union)"
"HSD17B12","predicted (union)"
"HSD17B13","predicted (union)"
"HSD17B4","predicted (union)"
"HSD17B7","predicted (union)"
"HSDL1","predicted (union)"
"HSDL2","predicted (intersection) + predicted (union)"
"HSF2","predicted (union)"
"HSF5","predicted (union)"
"HSP90AA1","predicted (union)"
"HSP90B1","predicted (union)"
"HSPA12A","predicted (union)"
"HSPA13","predicted (union)"
"HSPA14","predicted (intersection) + predicted (union)"
"HSPA4","predicted (union)"
"HSPA4L","predicted (union)"
"HSPB3","predicted (union)"
"HSPE1-MOB4","predicted (union)"
"HTATIP2","predicted (union)"
"HTR1A","predicted (union)"
"HTR1D","predicted (union)"
"HTR2B","predicted (intersection) + predicted (union)"
"HTR2C","predicted (intersection) + predicted (union)"
"HTR5A","predicted (union)"
"HTR5A-AS1","predicted (union)"
"HTR7","predicted (union)"
"HUNK","predicted (intersection) + predicted (union)"
"HUS1","predicted (union)"
"HYKK","predicted (union)"
"IARS2","predicted (union)"
"IBSP","predicted (union)"
"IBTK","predicted (union)"
"ICA1L","predicted (intersection) + predicted (union)"
"ICE2","predicted (union)"
"ICMT","predicted (intersection) + predicted (union)"
"ICOSLG","predicted (intersection) + predicted (union)"
"ID1","predicted (union)"
"ID4","predicted (union)"
"IDH3A","predicted (union)"
"IDO1","predicted (union)"
"IDS","predicted (union)"
"IER3IP1","predicted (union)"
"IER5","predicted (union)"
"IFFO2","predicted (union)"
"IFI44L","predicted (intersection) + predicted (union)"
"IFI6","predicted (union)"
"IFIT5","predicted (union)"
"IFITM10","predicted (union)"
"IFNA1","predicted (union)"
"IFNA17","predicted (union)"
"IFNAR1","predicted (intersection) + predicted (union)"
"IFNE","predicted (union)"
"IFNGR2","predicted (union)"
"IFNW1","predicted (union)"
"IFT22","predicted (union)"
"IFT52","predicted (intersection) + predicted (union)"
"IFT57","predicted (union)"
"IFT74","predicted (intersection) + predicted (union)"
"IGF1","predicted (union)"
"IGF2BP1","experimental (all) + predicted (intersection) + predicted (union)"
"IGF2BP2","predicted (union)"
"IGF2BP3","predicted (intersection) + predicted (union)"
"IGF2R","predicted (union)"
"IGFBP2","predicted (union)"
"IGFBP5","predicted (intersection) + predicted (union)"
"IGFBPL1","predicted (union)"
"IGSF10","predicted (union)"
"IGSF11","predicted (union)"
"IGSF3","predicted (intersection) + predicted (union)"
"IGSF5","predicted (intersection) + predicted (union)"
"IGSF6","predicted (union)"
"IKZF1","predicted (union)"
"IKZF3","predicted (intersection) + predicted (union)"
"IL10","predicted (union)"
"IL10RB","predicted (union)"
"IL12B","predicted (union)"
"IL12RB2","experimental (all) + predicted (intersection) + predicted (union)"
"IL16","predicted (union)"
"IL17A","predicted (intersection) + predicted (union)"
"IL17RA","predicted (intersection) + predicted (union)"
"IL17RB","predicted (union)"
"IL17RD","predicted (union)"
"IL18RAP","predicted (union)"
"IL1A","predicted (union)"
"IL1RAP","predicted (intersection) + predicted (union)"
"IL1RAPL1","predicted (union)"
"IL2RA","predicted (union)"
"IL33","predicted (union)"
"IL6ST","predicted (intersection) + predicted (union)"
"IL7","predicted (union)"
"IL7R","predicted (intersection) + predicted (union)"
"ILDR2","predicted (union)"
"IMMP2L","predicted (union)"
"IMP4","predicted (union)"
"IMPA1","predicted (union)"
"IMPACT","predicted (intersection) + predicted (union)"
"IMPAD1","predicted (union)"
"IMPG2","predicted (intersection) + predicted (union)"
"INA","predicted (union)"
"ING3","predicted (union)"
"INHBA","predicted (union)"
"INKA2","predicted (intersection) + predicted (union)"
"INMT","predicted (union)"
"INO80D","predicted (intersection) + predicted (union)"
"INPP4A","predicted (intersection) + predicted (union)"
"INPP4B","predicted (intersection) + predicted (union)"
"INPP5B","predicted (union)"
"INSIG2","predicted (intersection) + predicted (union)"
"INSM1","predicted (union)"
"INSM2","predicted (intersection) + predicted (union)"
"INSR","predicted (intersection) + predicted (union)"
"INSYN2B","predicted (union)"
"INTS13","predicted (union)"
"INTS2","predicted (union)"
"INTS6","predicted (intersection) + predicted (union)"
"INTS6L","predicted (union)"
"INTS7","predicted (intersection) + predicted (union)"
"INTS9","predicted (intersection) + predicted (union)"
"INTU","predicted (union)"
"INVS","predicted (union)"
"IPCEF1","predicted (intersection) + predicted (union)"
"IPMK","predicted (union)"
"IPO5","predicted (union)"
"IPO7","predicted (intersection) + predicted (union)"
"IPO8","predicted (union)"
"IPO9","predicted (union)"
"IPP","predicted (intersection) + predicted (union)"
"IQCG","predicted (union)"
"IQCH","predicted (intersection) + predicted (union)"
"IQCJ","predicted (intersection) + predicted (union)"
"IQGAP1","predicted (union)"
"IQGAP3","predicted (union)"
"IRAK1BP1","predicted (intersection) + predicted (union)"
"IRAK2","predicted (union)"
"IRAK3","predicted (union)"
"IREB2","predicted (union)"
"IRF2","predicted (union)"
"IRF2BP2","predicted (intersection) + predicted (union)"
"IRF4","predicted (intersection) + predicted (union)"
"IRF6","predicted (union)"
"IRF8","predicted (union)"
"IRGQ","predicted (union)"
"IRS1","predicted (union)"
"IRS2","predicted (union)"
"IRS4","predicted (intersection) + predicted (union)"
"IRX2","predicted (union)"
"IRX4","predicted (union)"
"ISCA2","predicted (union)"
"ISG20L2","predicted (union)"
"ISL2","predicted (intersection) + predicted (union)"
"ISOC1","predicted (intersection) + predicted (union)"
"IST1","predicted (union)"
"ITCH","predicted (intersection) + predicted (union)"
"ITFG1","predicted (union)"
"ITGA1","predicted (union)"
"ITGA11","predicted (intersection) + predicted (union)"
