"Target","Evidence"
"CNKSR2","predicted (intersection) + predicted (union)"
"CNKSR3","predicted (union)"
"CNNM2","predicted (intersection) + predicted (union)"
"CNNM3","predicted (intersection) + predicted (union)"
"CNOT2","predicted (intersection) + predicted (union)"
"CNOT4","predicted (union)"
"CNOT6","predicted (union)"
"CNOT6L","predicted (intersection) + predicted (union)"
"CNOT7","predicted (union)"
"CNP","predicted (intersection) + predicted (union)"
"CNPPD1","predicted (intersection) + predicted (union)"
"CNR1","predicted (union)"
"CNTF","predicted (intersection) + predicted (union)"
"CNTN1","predicted (union)"
"CNTN2","predicted (union)"
"CNTN3","predicted (intersection) + predicted (union)"
"CNTN5","predicted (intersection) + predicted (union)"
"CNTNAP3","predicted (union)"
"COA4","predicted (intersection) + predicted (union)"
"COA5","predicted (union)"
"COBL","predicted (union)"
"COBLL1","predicted (union)"
"COG2","predicted (union)"
"COG6","predicted (union)"
"COL11A1","predicted (intersection) + predicted (union)"
"COL12A1","predicted (union)"
"COL23A1","predicted (union)"
"COL24A1","predicted (union)"
"COL25A1","predicted (union)"
"COL2A1","predicted (intersection) + predicted (union)"
"COL4A1","predicted (union)"
"COL4A3","predicted (union)"
"COL4A4","predicted (union)"
"COL4A5","predicted (union)"
"COL5A1","predicted (union)"
"COL6A6","predicted (intersection) + predicted (union)"
"COL8A1","predicted (union)"
"COL9A2","predicted (intersection) + predicted (union)"
"COLEC10","predicted (intersection) + predicted (union)"
"COLGALT1","predicted (union)"
"COMMD10","predicted (union)"
"COMMD2","predicted (intersection) + predicted (union)"
"COMMD3-BMI1","predicted (union)"
"COMMD8","predicted (union)"
"COMT","predicted (union)"
"COPS8","predicted (intersection) + predicted (union)"
"COPS9","predicted (union)"
"COQ10A","predicted (union)"
"COQ7","predicted (union)"
"CORIN","predicted (intersection) + predicted (union)"
"CORO1C","predicted (union)"
"COX15","predicted (union)"
"COX17","predicted (union)"
"COX18","predicted (union)"
"COX19","predicted (union)"
"COX6C","predicted (intersection) + predicted (union)"
"COX7C","predicted (union)"
"COX8C","predicted (intersection) + predicted (union)"
"CPD","predicted (union)"
"CPEB2","predicted (intersection) + predicted (union)"
"CPEB3","predicted (intersection) + predicted (union)"
"CPED1","predicted (union)"
"CPLX2","predicted (union)"
"CPM","predicted (intersection) + predicted (union)"
"CPPED1","predicted (intersection) + predicted (union)"
"CPS1","predicted (union)"
"CPXCR1","predicted (intersection) + predicted (union)"
"CPXM2","predicted (intersection) + predicted (union)"
"CR1","predicted (union)"
"CRB1","predicted (union)"
"CREB1","predicted (union)"
"CREB3L2","predicted (intersection) + predicted (union)"
"CREB3L3","predicted (union)"
"CREB5","predicted (intersection) + predicted (union)"
"CREBBP","predicted (intersection) + predicted (union)"
"CREG2","predicted (intersection) + predicted (union)"
"CRH","predicted (intersection) + predicted (union)"
"CRHBP","predicted (intersection) + predicted (union)"
"CRIM1","predicted (union)"
"CRIPT","predicted (union)"
"CRISPLD2","predicted (union)"
"CRKL","predicted (union)"
"CRNKL1","predicted (union)"
"CRPPA","predicted (intersection) + predicted (union)"
"CRTAC1","predicted (intersection) + predicted (union)"
"CRTC1","predicted (union)"
"CRX","predicted (intersection) + predicted (union)"
"CRYBG1","predicted (intersection) + predicted (union)"
"CRYGN","predicted (union)"
"CRYZ","predicted (union)"
"CRYZL1","predicted (union)"
"CSF2RA","predicted (union)"
"CSF3","predicted (union)"
"CSNK1A1","predicted (union)"
"CSNK1D","predicted (union)"
"CSNK1G1","predicted (intersection) + predicted (union)"
"CSNK1G2","predicted (intersection) + predicted (union)"
"CSNK2A1","predicted (union)"
"CSRNP3","predicted (union)"
"CST3","predicted (union)"
"CSTB","predicted (union)"
"CSTF1","predicted (intersection) + predicted (union)"
"CSTF2","predicted (union)"
"CTCF","predicted (union)"
"CTDSPL2","predicted (union)"
"CTH","predicted (intersection) + predicted (union)"
"CTIF","predicted (union)"
"CTNNA3","predicted (union)"
"CTNNBIP1","predicted (union)"
"CTNNBL1","predicted (union)"
"CTPS2","predicted (union)"
"CTSE","predicted (union)"
"CTSO","predicted (intersection) + predicted (union)"
"CTSS","predicted (union)"
"CTSV","predicted (intersection) + predicted (union)"
"CTSZ","predicted (union)"
"CTTNBP2NL","predicted (union)"
"CTU1","predicted (union)"
"CUL3","predicted (intersection) + predicted (union)"
"CUL5","predicted (union)"
"CUX1","predicted (intersection) + predicted (union)"
"CUX2","predicted (union)"
"CWF19L2","predicted (union)"
"CXADR","predicted (union)"
"CXCL10","experimental (all)"
"CXCL14","predicted (union)"
"CXCL17","predicted (union)"
"CXCR4","predicted (union)"
"CXCR5","predicted (intersection) + predicted (union)"
"CXCR6","predicted (union)"
"CXorf38","predicted (union)"
"CXorf40A","predicted (union)"
"CXorf56","predicted (intersection) + predicted (union)"
"CYB561","predicted (union)"
"CYB561A3","predicted (union)"
"CYB561D1","predicted (union)"
"CYB5D2","predicted (union)"
"CYB5R4","predicted (union)"
"CYBB","predicted (union)"
"CYBC1","predicted (union)"
"CYCS","predicted (intersection) + predicted (union)"
"CYP11B1","predicted (intersection) + predicted (union)"
"CYP1A1","predicted (intersection) + predicted (union)"
"CYP1B1","experimental (strong) + experimental (all)"
"CYP20A1","predicted (intersection) + predicted (union)"
"CYP24A1","predicted (union)"
"CYP26A1","predicted (union)"
"CYP2A6","predicted (union)"
"CYP2A7","predicted (intersection) + predicted (union)"
"CYP2C19","predicted (union)"
"CYP3A5","predicted (intersection) + predicted (union)"
"CYP4F12","predicted (union)"
"CYP4F2","predicted (union)"
"CYP4F22","predicted (union)"
"CYP4F3","predicted (intersection) + predicted (union)"
"CYP4V2","predicted (union)"
"CYP51A1","predicted (union)"
"CYP7B1","predicted (union)"
"CYSLTR2","predicted (intersection) + predicted (union)"
"CYTIP","predicted (union)"
"CYYR1","predicted (intersection) + predicted (union)"
"DAAM2","predicted (union)"
"DAB2IP","predicted (intersection) + predicted (union)"
"DARS","predicted (union)"
"DBF4","predicted (intersection) + predicted (union)"
"DBNDD1","predicted (union)"
"DBNL","predicted (intersection) + predicted (union)"
"DBR1","predicted (intersection) + predicted (union)"
"DBT","predicted (intersection) + predicted (union)"
"DBX2","predicted (union)"
"DCAF10","predicted (intersection) + predicted (union)"
"DCAF12L1","predicted (union)"
"DCAF13","predicted (intersection) + predicted (union)"
"DCAF16","predicted (union)"
"DCAF17","predicted (intersection) + predicted (union)"
"DCAF4L1","predicted (intersection) + predicted (union)"
"DCAF5","predicted (union)"
"DCAF6","predicted (union)"
"DCAF8L1","predicted (union)"
"DCANP1","predicted (union)"
"DCBLD1","predicted (union)"
"DCBLD2","predicted (union)"
"DCLK1","predicted (union)"
"DCP2","predicted (intersection) + predicted (union)"
"DCPS","predicted (union)"
"DCT","predicted (union)"
"DCTN4","predicted (union)"
"DCTN5","predicted (union)"
"DCUN1D1","predicted (intersection) + predicted (union)"
"DCUN1D3","predicted (union)"
"DCUN1D5","predicted (union)"
"DDB1","predicted (union)"
"DDC","predicted (union)"
"DDHD1","predicted (intersection) + predicted (union)"
"DDI2","predicted (union)"
"DDIT4","predicted (union)"
"DDR2","predicted (intersection) + predicted (union)"
"DDX17","predicted (union)"
"DDX19A","predicted (union)"
"DDX21","predicted (union)"
"DDX23","predicted (union)"
"DDX25","predicted (union)"
"DDX3Y","predicted (union)"
"DDX4","predicted (union)"
"DDX43","predicted (intersection) + predicted (union)"
"DDX53","predicted (union)"
"DDX54","predicted (union)"
"DDX59","predicted (union)"
"DEDD","predicted (intersection) + predicted (union)"
"DEFB132","predicted (union)"
"DEFB134","predicted (union)"
"DENND1A","predicted (intersection) + predicted (union)"
"DENND2C","predicted (union)"
"DENND5B","predicted (union)"
"DENR","predicted (union)"
"DEPDC1B","predicted (union)"
"DEPTOR","predicted (union)"
"DERL3","predicted (union)"
"DFFA","predicted (intersection) + predicted (union)"
"DGKB","predicted (union)"
"DGKE","predicted (intersection) + predicted (union)"
"DGKG","predicted (union)"
"DGKH","predicted (intersection) + predicted (union)"
"DGKI","predicted (union)"
"DGLUCY","predicted (union)"
"DHFR","predicted (intersection) + predicted (union)"
"DHFR2","predicted (intersection) + predicted (union)"
"DHRS12","predicted (union)"
"DHX34","predicted (union)"
"DHX36","predicted (union)"
"DHX8","predicted (union)"
"DHX9","predicted (union)"
"DIAPH1","predicted (union)"
"DIAPH2","predicted (union)"
"DICER1","predicted (union)"
"DIDO1","predicted (union)"
"DIO1","predicted (union)"
"DIP2B","predicted (union)"
"DIP2C","predicted (union)"
"DIPK1A","predicted (union)"
"DIPK2A","predicted (union)"
"DIS3","predicted (union)"
"DISC1","predicted (intersection) + predicted (union)"
"DISP2","predicted (union)"
"DIXDC1","predicted (intersection) + predicted (union)"
"DKK1","predicted (intersection) + predicted (union)"
"DKK2","predicted (union)"
"DKK3","predicted (union)"
"DLC1","predicted (intersection) + predicted (union)"
"DLD","predicted (intersection) + predicted (union)"
"DLG2","predicted (intersection) + predicted (union)"
"DLG5","predicted (union)"
"DLGAP1","predicted (union)"
"DLGAP5","predicted (union)"
"DLX1","predicted (union)"
"DLX3","predicted (union)"
"DLX6","predicted (union)"
"DMAC2L","predicted (intersection) + predicted (union)"
"DMBX1","predicted (union)"
"DMD","predicted (union)"
"DMP1","predicted (intersection) + predicted (union)"
"DMRTA1","predicted (union)"
"DMXL1","predicted (intersection) + predicted (union)"
"DNAH2","predicted (union)"
"DNAH9","predicted (union)"
"DNAJA2","predicted (union)"
"DNAJB12","predicted (union)"
"DNAJB14","predicted (intersection) + predicted (union)"
"DNAJB4","predicted (intersection) + predicted (union)"
"DNAJB7","predicted (intersection) + predicted (union)"
"DNAJC10","predicted (intersection) + predicted (union)"
"DNAJC11","predicted (union)"
"DNAJC24","predicted (intersection) + predicted (union)"
"DNAJC25","predicted (union)"
"DNAJC6","predicted (union)"
"DNAJC8","predicted (union)"
"DNAL1","predicted (intersection) + predicted (union)"
"DNALI1","predicted (union)"
"DNM1L","predicted (union)"
"DNM3","predicted (intersection) + predicted (union)"
"DNMT1","predicted (union)"
"DNMT3B","predicted (union)"
"DNTTIP2","predicted (intersection) + predicted (union)"
"DOCK7","predicted (union)"
"DOCK9","predicted (intersection) + predicted (union)"
"DOK1","predicted (union)"
"DOT1L","predicted (union)"
"DPH3","predicted (intersection) + predicted (union)"
"DPP6","predicted (union)"
"DPPA4","predicted (union)"
"DPY19L1","predicted (union)"
"DPY19L3","predicted (union)"
"DPYD","predicted (union)"
"DPYSL3","predicted (union)"
"DPYSL5","predicted (union)"
"DR1","predicted (union)"
"DRAM1","predicted (intersection) + predicted (union)"
"DRC7","predicted (union)"
"DRG1","predicted (union)"
"DRG2","predicted (union)"
"DSC1","predicted (union)"
"DSC2","predicted (intersection) + predicted (union)"
"DSC3","predicted (union)"
"DSEL","predicted (union)"
"DSG1","predicted (union)"
"DSG2","predicted (union)"
"DST","predicted (union)"
"DTNA","predicted (intersection) + predicted (union)"
"DTWD1","predicted (intersection) + predicted (union)"
"DTWD2","predicted (union)"
"DTX3L","predicted (union)"
"DUSP19","predicted (intersection) + predicted (union)"
"DUSP3","predicted (intersection) + predicted (union)"
"DUSP4","predicted (union)"
"DUSP5","predicted (union)"
"DUSP6","predicted (union)"
"DUXA","predicted (union)"
"DYNC1I2","predicted (union)"
"DYNC1LI2","predicted (intersection) + predicted (union)"
"DYNLL1","predicted (union)"
"DYRK2","predicted (intersection) + predicted (union)"
"DYTN","predicted (union)"
"E2F3","experimental (strong) + experimental (all)"
"EAF2","predicted (union)"
"EBAG9","predicted (union)"
"EBF1","predicted (union)"
"EBF2","predicted (intersection) + predicted (union)"
"EBF3","predicted (union)"
"ECE1","predicted (union)"
"ECHDC2","predicted (union)"
"ECM2","predicted (union)"
"ECPAS","predicted (union)"
"ECT2","predicted (union)"
"EDA","predicted (union)"
"EDA2R","predicted (intersection) + predicted (union)"
"EDARADD","predicted (union)"
"EDDM3A","predicted (union)"
"EDEM1","predicted (union)"
"EDEM3","predicted (union)"
"EDIL3","predicted (union)"
"EDNRB","predicted (union)"
"EEA1","predicted (union)"
"EEF1AKMT2","predicted (union)"
"EEF2K","predicted (union)"
"EEF2KMT","predicted (union)"
"EFCAB10","predicted (intersection) + predicted (union)"
"EFCAB11","predicted (intersection) + predicted (union)"
"EFCAB13","predicted (union)"
"EFCAB2","predicted (union)"
"EFEMP1","predicted (union)"
"EFHB","experimental (all) + predicted (intersection) + predicted (union)"
"EFNA5","predicted (union)"
"EFNB1","predicted (union)"
"EFNB2","predicted (union)"
"EGFL6","predicted (union)"
"EGFR","predicted (union)"
"EGLN1","predicted (intersection) + predicted (union)"
"EGLN3","predicted (union)"
"EGR2","predicted (union)"
"EGR3","predicted (union)"
"EHD3","predicted (union)"
"EHD4","predicted (union)"
"EHF","predicted (intersection) + predicted (union)"
"EI24","predicted (union)"
"EID1","predicted (union)"
"EID2","experimental (all) + predicted (union)"
"EID3","predicted (union)"
"EIF1AX","predicted (union)"
"EIF2AK2","predicted (union)"
"EIF2B1","predicted (intersection) + predicted (union)"
"EIF2B2","predicted (intersection) + predicted (union)"
"EIF2S1","predicted (union)"
"EIF2S3","predicted (union)"
"EIF3I","predicted (union)"
"EIF3J","predicted (union)"
"EIF4E","predicted (union)"
"EIF4E3","predicted (intersection) + predicted (union)"
"EIF4EBP1","predicted (intersection) + predicted (union)"
"EIF4EBP2","predicted (intersection) + predicted (union)"
"EIF5","predicted (intersection) + predicted (union)"
"EIF5A2","predicted (union)"
"EIF5AL1","predicted (intersection) + predicted (union)"
"ELAVL1","predicted (union)"
"ELAVL2","predicted (union)"
"ELF2","predicted (union)"
"ELF5","predicted (union)"
"ELK1","predicted (intersection) + predicted (union)"
"ELK4","predicted (union)"
"ELMOD1","predicted (union)"
"ELMOD2","predicted (intersection) + predicted (union)"
"ELOC","predicted (union)"
"ELOVL6","predicted (union)"
"ELOVL7","predicted (union)"
"ELP2","predicted (union)"
"EMB","predicted (intersection) + predicted (union)"
"EMC1","predicted (union)"
"EMC2","predicted (union)"
"EMC3","predicted (intersection) + predicted (union)"
"EMC8","predicted (intersection) + predicted (union)"
"EML1","predicted (intersection) + predicted (union)"
"EMP2","predicted (union)"
"ENAH","predicted (intersection) + predicted (union)"
"ENAM","predicted (union)"
"ENC1","predicted (union)"
"ENDOV","predicted (intersection) + predicted (union)"
"ENPEP","predicted (union)"
"ENPP5","predicted (union)"
"ENTHD1","predicted (intersection) + predicted (union)"
"ENTPD1","predicted (intersection) + predicted (union)"
"ENTPD3","predicted (union)"
"ENTPD5","predicted (union)"
"ENTPD7","predicted (union)"
"ENTPD8","predicted (union)"
"EOGT","predicted (intersection) + predicted (union)"
"EP300","predicted (union)"
"EPAS1","predicted (union)"
"EPB41L1","predicted (intersection) + predicted (union)"
"EPB41L5","predicted (intersection) + predicted (union)"
"EPC2","predicted (union)"
"EPHA2","predicted (union)"
"EPHA3","predicted (union)"
"EPHA5","predicted (union)"
"EPHA6","predicted (union)"
"EPHA7","predicted (union)"
"EPM2A","predicted (union)"
"EPM2AIP1","predicted (union)"
"EPN2","predicted (union)"
"ERBB3","predicted (intersection) + predicted (union)"
"ERBB4","predicted (union)"
"ERBIN","predicted (intersection) + predicted (union)"
"ERCC1","predicted (union)"
"ERCC4","predicted (union)"
"ERCC6","predicted (union)"
"ERCC6L","predicted (union)"
"ERCC6L2","predicted (union)"
"EREG","predicted (union)"
"ERG28","predicted (union)"
"ERICH4","predicted (union)"
"ERLIN1","predicted (union)"
"ERMAP","predicted (union)"
"ERO1B","predicted (union)"
"ERP44","predicted (union)"
"ERV3-1","predicted (intersection) + predicted (union)"
"ERVMER34-1","predicted (union)"
"ESAM","predicted (intersection) + predicted (union)"
"ESCO1","predicted (union)"
"ESCO2","predicted (union)"
"ESF1","predicted (intersection) + predicted (union)"
"ESR2","predicted (intersection) + predicted (union)"
"ESS2","predicted (union)"
"ETF1","predicted (union)"
"ETFBKMT","predicted (union)"
"ETNK1","predicted (union)"
"ETV3","predicted (intersection) + predicted (union)"
"ETV5","predicted (union)"
"ETV7","predicted (intersection) + predicted (union)"
"EVI5","predicted (union)"
"EVX2","predicted (intersection) + predicted (union)"
"EWSR1","predicted (union)"
"EXD2","predicted (union)"
"EXO1","predicted (union)"
"EXOC2","predicted (intersection) + predicted (union)"
"EXOC4","predicted (union)"
"EXOC6B","predicted (union)"
"EXT1","predicted (union)"
"EYA2","predicted (intersection) + predicted (union)"
"EYS","predicted (intersection) + predicted (union)"
"EZH1","predicted (union)"
"EZHIP","predicted (union)"
"F11","predicted (union)"
"F2R","predicted (intersection) + predicted (union)"
"F2RL2","predicted (union)"
"F3","predicted (union)"
"F5","predicted (union)"
"FAAP20","predicted (union)"
"FAAP24","predicted (union)"
"FABP4","predicted (intersection) + predicted (union)"
"FADS1","predicted (union)"
"FAF1","predicted (intersection) + predicted (union)"
"FAF2","predicted (union)"
"FAHD1","predicted (union)"
"FAHD2A","predicted (union)"
"FAM107A","predicted (union)"
"FAM107B","predicted (union)"
"FAM110B","predicted (intersection) + predicted (union)"
"FAM111B","predicted (intersection) + predicted (union)"
"FAM118A","predicted (intersection) + predicted (union)"
"FAM120A","predicted (union)"
"FAM120AOS","predicted (intersection) + predicted (union)"
"FAM120C","predicted (intersection) + predicted (union)"
"FAM122A","predicted (intersection) + predicted (union)"
"FAM122B","predicted (union)"
"FAM126A","predicted (union)"
"FAM126B","predicted (intersection) + predicted (union)"
"FAM133B","predicted (union)"
"FAM135B","predicted (intersection) + predicted (union)"
"FAM13A","predicted (intersection) + predicted (union)"
"FAM149A","predicted (union)"
"FAM149B1","predicted (union)"
"FAM151B","predicted (union)"
"FAM155A","predicted (union)"
"FAM155B","predicted (intersection) + predicted (union)"
"FAM160B2","predicted (intersection) + predicted (union)"
"FAM161A","predicted (union)"
"FAM167A","predicted (union)"
"FAM169A","predicted (union)"
"FAM172A","predicted (union)"
"FAM174A","predicted (union)"
"FAM174B","predicted (union)"
"FAM181B","predicted (intersection) + predicted (union)"
"FAM184A","predicted (intersection) + predicted (union)"
"FAM184B","predicted (union)"
"FAM199X","predicted (union)"
"FAM204A","predicted (union)"
"FAM20A","predicted (intersection) + predicted (union)"
"FAM20B","predicted (union)"
"FAM210B","predicted (union)"
"FAM216B","predicted (union)"
"FAM217B","predicted (union)"
"FAM219A","predicted (intersection) + predicted (union)"
"FAM221B","predicted (union)"
"FAM227A","predicted (union)"
"FAM229B","predicted (intersection) + predicted (union)"
"FAM241A","predicted (intersection) + predicted (union)"
"FAM3C","predicted (union)"
"FAM45A","predicted (union)"
"FAM47E-STBD1","predicted (union)"
"FAM49A","predicted (union)"
"FAM49B","predicted (union)"
"FAM71C","predicted (union)"
"FAM83B","predicted (union)"
"FAM83F","predicted (union)"
"FAM86B1","predicted (union)"
"FAM86B2","predicted (union)"
"FAM86C1","predicted (union)"
"FAM89A","predicted (union)"
"FAM8A1","predicted (union)"
"FAM91A1","predicted (union)"
"FAM92A","predicted (intersection) + predicted (union)"
"FAM98A","predicted (union)"
"FAM9C","predicted (union)"
"FAN1","predicted (union)"
"FAR1","predicted (union)"
"FAR2","predicted (union)"
"FARSB","predicted (union)"
"FAS","predicted (union)"
"FASTKD2","predicted (union)"
"FAXC","predicted (intersection) + predicted (union)"
"FBLIM1","predicted (union)"
"FBLN7","predicted (union)"
"FBN1","predicted (union)"
"FBN2","predicted (union)"
"FBXL12","predicted (union)"
"FBXL18","predicted (intersection) + predicted (union)"
"FBXL20","predicted (union)"
"FBXL3","predicted (union)"
"FBXL4","predicted (union)"
"FBXL5","predicted (union)"
"FBXO11","predicted (union)"
"FBXO22","predicted (union)"
"FBXO27","predicted (intersection) + predicted (union)"
"FBXO28","predicted (union)"
"FBXO3","predicted (union)"
"FBXO30","predicted (intersection) + predicted (union)"
"FBXO31","predicted (union)"
"FBXO32","predicted (intersection) + predicted (union)"
"FBXO33","predicted (union)"
"FBXO40","predicted (union)"
"FBXO41","predicted (intersection) + predicted (union)"
"FBXO45","predicted (intersection) + predicted (union)"
"FBXO47","predicted (union)"
"FBXO9","predicted (union)"
"FBXW2","predicted (union)"
"FBXW8","predicted (union)"
"FCGR1A","predicted (union)"
"FCGR1B","predicted (union)"
"FCGR2A","predicted (union)"
"FCRL1","predicted (union)"
"FCRL2","predicted (union)"
"FCRL5","predicted (union)"
"FCRL6","predicted (union)"
"FDX1","predicted (union)"
"FDX2","predicted (union)"
"FECH","predicted (union)"
"FEM1A","predicted (intersection) + predicted (union)"
"FEM1B","experimental (all) + predicted (union)"
"FEN1","predicted (union)"
"FER","predicted (intersection) + predicted (union)"
"FEZ1","predicted (intersection) + predicted (union)"
"FFAR1","predicted (intersection) + predicted (union)"
"FGD4","predicted (union)"
"FGD6","predicted (union)"
"FGF10","predicted (intersection) + predicted (union)"
"FGF12","predicted (union)"
"FGF13","predicted (union)"
"FGF14","predicted (union)"
"FGF2","predicted (union)"
"FGF9","predicted (union)"
"FGFR1OP","predicted (intersection) + predicted (union)"
"FGFR1OP2","predicted (union)"
"FGG","predicted (union)"
"FGL2","predicted (union)"
"FHAD1","predicted (union)"
"FHIT","predicted (union)"
"FHL2","predicted (union)"
"FHL5","predicted (union)"
"FIBCD1","predicted (union)"
"FIBIN","predicted (union)"
"FIGN","predicted (union)"
"FILIP1","predicted (union)"
"FITM2","predicted (intersection) + predicted (union)"
"FKBP5","predicted (intersection) + predicted (union)"
"FKTN","predicted (union)"
"FLI1","predicted (intersection) + predicted (union)"
"FLRT2","predicted (intersection) + predicted (union)"
"FLRT3","predicted (intersection) + predicted (union)"
"FLT1","predicted (union)"
"FLT4","predicted (union)"
"FMN1","predicted (intersection) + predicted (union)"
"FMN2","predicted (union)"
"FMNL2","predicted (union)"
"FMO1","predicted (union)"
"FMO3","predicted (intersection) + predicted (union)"
"FMO5","predicted (union)"
"FMOD","predicted (union)"
"FN1","predicted (union)"
"FN3KRP","predicted (union)"
"FNBP1","predicted (intersection) + predicted (union)"
"FNBP1L","predicted (union)"
"FNDC3B","predicted (union)"
"FNTB","predicted (intersection) + predicted (union)"
"FOCAD","predicted (union)"
"FOPNL","predicted (intersection) + predicted (union)"
"FOSL2","predicted (intersection) + predicted (union)"
"FOXE3","predicted (union)"
"FOXI2","predicted (intersection) + predicted (union)"
"FOXK1","predicted (union)"
"FOXL1","predicted (union)"
"FOXN2","predicted (union)"
"FOXN3","predicted (union)"
"FOXP1","predicted (union)"
"FOXP2","predicted (union)"
"FOXP4","predicted (union)"
"FPGT","predicted (union)"
"FPR1","predicted (union)"
"FPR2","predicted (intersection) + predicted (union)"
"FPR3","predicted (union)"
"FRA10AC1","predicted (union)"
"FREM2","predicted (union)"
"FRG2","predicted (union)"
"FRMD3","predicted (intersection) + predicted (union)"
"FRMD6","predicted (intersection) + predicted (union)"
"FRS2","predicted (intersection) + predicted (union)"
"FRZB","predicted (union)"
"FSBP","predicted (union)"
"FSD1L","predicted (intersection) + predicted (union)"
"FSD2","predicted (union)"
"FSTL3","predicted (union)"
"FSTL5","predicted (union)"
"FTL","predicted (intersection) + predicted (union)"
"FTO","predicted (union)"
"FUBP1","predicted (union)"
"FUBP3","predicted (union)"
"FUNDC2","predicted (intersection) + predicted (union)"
"FUS","predicted (intersection) + predicted (union)"
"FUT10","predicted (union)"
"FUT11","predicted (union)"
"FUT2","predicted (union)"
"FUT8","predicted (intersection) + predicted (union)"
"FUT9","predicted (intersection) + predicted (union)"
"FXN","predicted (union)"
"FXYD5","predicted (union)"
"FYTTD1","predicted (union)"
"FZD1","predicted (intersection) + predicted (union)"
"FZD3","predicted (union)"
"FZD4","predicted (union)"
"FZD5","predicted (union)"
"FZD6","predicted (union)"
"FZD8","predicted (union)"
"G3BP1","predicted (union)"
"G3BP2","predicted (union)"
"G6PC2","predicted (union)"
"GAB1","predicted (union)"
"GABPA","predicted (union)"
"GABPB1","predicted (union)"
"GABRA1","predicted (union)"
"GABRA3","predicted (intersection) + predicted (union)"
"GABRA4","predicted (intersection) + predicted (union)"
"GABRB1","predicted (union)"
"GABRG1","predicted (intersection) + predicted (union)"
"GABRR2","predicted (union)"
"GADD45G","predicted (union)"
"GAL3ST3","predicted (union)"
"GALK2","predicted (union)"
"GALNT1","predicted (intersection) + predicted (union)"
"GALNT11","predicted (union)"
"GALNT13","predicted (intersection) + predicted (union)"
"GALNT15","predicted (intersection) + predicted (union)"
"GALNT2","predicted (union)"
"GALNT5","predicted (union)"
"GALNT6","predicted (intersection) + predicted (union)"
"GALNT7","predicted (intersection) + predicted (union)"
"GALNT8","predicted (intersection) + predicted (union)"
"GALNTL6","predicted (intersection) + predicted (union)"
"GANAB","predicted (union)"
"GAREM1","predicted (union)"
"GAS7","predicted (union)"
"GASK1B","predicted (union)"
"GATA4","predicted (union)"
"GATA6","predicted (intersection) + predicted (union)"
"GATAD2B","predicted (union)"
"GATC","predicted (union)"
"GBF1","predicted (union)"
"GBP2","predicted (intersection) + predicted (union)"
"GBP4","predicted (union)"
"GBP6","predicted (intersection) + predicted (union)"
"GCA","predicted (union)"
"GCFC2","predicted (intersection) + predicted (union)"
"GCNT1","predicted (union)"
"GCNT2","predicted (union)"
"GCSAM","predicted (union)"
"GCSAML","predicted (intersection) + predicted (union)"
"GCSH","predicted (union)"
"GDA","predicted (intersection) + predicted (union)"
"GDAP1","predicted (union)"
"GDAP2","predicted (union)"
"GDE1","predicted (union)"
"GDF11","predicted (intersection) + predicted (union)"
"GDF6","predicted (union)"
"GDF7","predicted (union)"
"GDNF","predicted (union)"
"GDPD1","predicted (intersection) + predicted (union)"
"GDPGP1","predicted (intersection) + predicted (union)"
"GEMIN6","predicted (intersection) + predicted (union)"
"GFM1","predicted (union)"
"GFOD1","predicted (intersection) + predicted (union)"
"GFRA1","predicted (union)"
"GGA2","predicted (union)"
"GHITM","predicted (union)"
"GHR","predicted (union)"
"GINM1","predicted (intersection) + predicted (union)"
"GINS2","predicted (union)"
"GIPC3","predicted (union)"
"GJA3","predicted (union)"
"GJA9","predicted (union)"
"GJB7","predicted (union)"
"GJC1","predicted (intersection) + predicted (union)"
"GJD2","predicted (union)"
"GK5","predicted (union)"
"GLA","predicted (intersection) + predicted (union)"
"GLB1L3","predicted (union)"
"GLCCI1","predicted (union)"
"GLDN","predicted (union)"
"GLI3","predicted (union)"
"GLIPR1","predicted (union)"
"GLIPR1L2","predicted (union)"
"GLO1","predicted (union)"
"GLP2R","predicted (union)"
"GLRA3","predicted (intersection) + predicted (union)"
"GLRB","predicted (union)"
"GLRX3","predicted (intersection) + predicted (union)"
"GLS","predicted (union)"
"GLT6D1","predicted (union)"
"GLUL","predicted (union)"
"GLYAT","predicted (union)"
"GLYR1","predicted (union)"
"GM2A","predicted (union)"
"GMEB1","predicted (union)"
"GMFB","predicted (union)"
"GMNC","predicted (union)"
"GMPR","predicted (union)"
"GMPS","predicted (intersection) + predicted (union)"
"GNA12","predicted (union)"
"GNA13","predicted (union)"
"GNAI3","predicted (intersection) + predicted (union)"
"GNAO1","predicted (intersection) + predicted (union)"
"GNAQ","predicted (intersection) + predicted (union)"
"GNB1L","predicted (union)"
"GNB3","predicted (union)"
"GNB4","predicted (union)"
"GNB5","predicted (union)"
"GNG13","predicted (intersection) + predicted (union)"
"GNG2","predicted (union)"
"GNG7","predicted (union)"
"GNL1","predicted (union)"
"GNL3L","predicted (union)"
"GNPDA1","predicted (union)"
"GNPDA2","predicted (intersection) + predicted (union)"
"GNPNAT1","predicted (union)"
"GNPTAB","predicted (union)"
"GNPTG","predicted (intersection) + predicted (union)"
"GOLGA1","predicted (intersection) + predicted (union)"
"GOLGA2","predicted (union)"
"GOLGA3","predicted (union)"
"GOLGA4","predicted (union)"
"GOLGA6A","predicted (union)"
"GOLGA6D","predicted (union)"
"GOLGA7B","predicted (union)"
